load_step_names,image_names,Fh,u,Fv_total,Fv_s,Fv_n,lv1,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv11,lv12,lv13,lv14
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0014,0.09974,NaN,-12.772,-8.678,-4.094,-0.1532,-0.05358,0.09963,-0.06291,-0.00091,-0.00034,-0.00031,0.00404,-0.00088,-0.00194,-0,-0.00032,-0.00125,-0.00061
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0015,-0.2708,NaN,-15.368,-10.4,-4.968,-0.3387,-0.1759,0.2135,-0.1809,-0.00088,-0.00035,-0.00028,0.0033,-0.00103,-0.00189,0.00034,0.00061,-0.00066,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0016,0.08073,NaN,-17.818,-10.32,-7.498,-0.2418,-0.09757,0.08134,-0.1019,-0.00093,-0.00031,-0.00031,-0.0012,-0.00086,-0.00198,0.00034,0.00038,-0.0007,-0.0006
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0017,0.09167,NaN,-19.969,-9.973,-9.996,-0.04183,0.03467,-0.08009,0.03576,-0.00095,-0,-0.00033,-0.00627,-0.00058,-0.00323,0.00055,-0.00034,-0.00087,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0018,-0.149,NaN,-20.014,-10.04,-9.974,0.00441,0.05702,-0.09874,0.06337,-0.0009,-0,-0.00029,-0.00716,-0.00058,-0.00389,0.00067,-0.00047,-0.00093,-0.0006
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0019,-0.02734,NaN,-20.14,-10.11,-10.03,0.00448,0.06126,-0.1035,0.06339,-0.0009,-0,-0.00026,-0.00722,-0.00059,-0.00387,0.00075,-0.0004,-0.0009,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0020,0.1365,NaN,-20.198,-10.22,-9.978,0.00443,0.06333,-0.1043,0.06346,-0.00088,-0,-0.00024,-0.00717,-0.00058,-0.0039,0.00076,-0.00039,-0.00099,-0.00055
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0021,0.00391,NaN,-19.66,-9.967,-9.693,0.00444,0.05961,-0.09908,0.06349,-0.00089,-0,-0.00024,-0.00705,-0.0006,-0.00389,0.00076,-0.00041,-0.00099,-0.00053
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0022,0.01484,NaN,-19.967,-10.1,-9.867,0.00454,0.06111,-0.1028,0.06341,-0.00092,-0,-0.00029,-0.00718,-0.00056,-0.00392,0.00072,-0.00043,-0.00101,-0.0006
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0023,0.1711,NaN,-20.46,-10.34,-10.12,0.00448,0.06348,-0.1058,0.06347,-0.0009,-0,-0.00023,-0.00719,-0.00054,-0.00389,0.00076,-0.00044,-0.00099,-0.00058
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0024,-0.01094,NaN,-25.4,-12.84,-12.56,0.00469,0.06168,-0.1169,0.05813,-0.00086,0.00026,-0.00024,-0.01018,-0.00054,-0.00505,0.00085,-0.00025,-0.00097,-0.00058
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0025,0.08698,NaN,-28.93,-14.61,-14.32,0.01375,0.07855,-0.1524,0.05713,-0.00089,0.00059,-0.00026,-0.01407,-0.00032,-0.0072,0.00101,-0,-0.00099,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0026,0.0875,NaN,-28.59,-14.45,-14.14,0.0166,0.08038,-0.1559,0.05709,-0.00088,0.00062,-0.00027,-0.01419,-0.00033,-0.00729,0.00103,-0,-0.00093,-0.00057
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0027,0.1497,NaN,-27.51,-13.93,-13.58,0.01813,0.08258,-0.1561,0.05705,-0.00082,0.00062,-0.00025,-0.01404,-0.00035,-0.00733,0.00106,-0,-0.00094,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0028,0.07083,NaN,-22.51,-11.39,-11.12,0.01964,0.0794,-0.1443,0.05703,-0.00082,0.00059,-0.00027,-0.01242,-0.00031,-0.00715,0.00103,-0,-0.00097,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0029,0.0151,NaN,-17.545,-8.826,-8.719,0.02029,0.07908,-0.1358,0.07454,-0.00088,0.00047,-0.00024,-0.01066,-0.00041,-0.00651,0.00101,-0.00023,-0.00094,-0.00057
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0030,0.04505,NaN,-12.615,-6.428,-6.187,0.03191,0.08275,-0.1241,0.0939,-0.00082,0.00032,-0.00029,-0.00829,-0.00035,-0.00581,0.001,-0.0008,-0.00109,-0.00058
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0031,0.1359,NaN,-9.913,-5.059,-4.854,0.0322,0.08325,-0.1158,0.1097,-0.00084,0.00018,-0.00031,-0.0069,-0.00049,-0.0056,0.00095,-0.0012,-0.00114,-0.00058
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0032,0.02396,NaN,-10.774,-5.544,-5.23,0.03346,0.08283,-0.1134,0.1102,-0.00085,0.00013,-0.0003,-0.00699,-0.00046,-0.00556,0.00096,-0.00124,-0.00119,-0.00057
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0033,0.1365,NaN,-15.732,-7.991,-7.741,0.03362,0.0863,-0.128,0.1102,-0.00082,0.00023,-0.00023,-0.00895,-0.00041,-0.00556,0.00101,-0.00096,-0.00112,-0.00054
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0034,-0.05026,NaN,-20.98,-10.58,-10.4,0.0336,0.08345,-0.1373,0.08367,-0.00084,0.00033,-0.00031,-0.01147,-0.00042,-0.006,0.00099,-0.00054,-0.00115,-0.00056
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0035,0.1232,NaN,-25.64,-12.92,-12.72,0.03365,0.09103,-0.1553,0.07711,-0.00084,0.00051,-0.00024,-0.01323,-0.00034,-0.00674,0.00104,-0.00028,-0.00116,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0036,0.1393,NaN,-30.92,-15.56,-15.36,0.03383,0.09505,-0.1726,0.05862,-0.00083,0.00074,-0.00023,-0.01569,-0.00026,-0.0079,0.00116,0.0002,-0.00101,-0.00056
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0037,0.02005,NaN,-35.75,-18,-17.75,0.03867,0.1029,-0.1951,0.04663,-0.00082,0.00107,-0.00028,-0.01934,-0.00022,-0.00967,0.00127,0.00066,-0.0009,-0.00056
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0038,0.06979,NaN,-40.87,-20.55,-20.32,0.05794,0.1204,-0.2308,0.0353,-0.00074,0.00148,-0.00027,-0.02378,-0,-0.01182,0.0015,0.00122,-0.00061,-0.00056
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0039,0.07865,NaN,-45.83,-23.03,-22.8,0.0721,0.1365,-0.2631,0.02068,-0.00059,0.00194,-0.00027,-0.02797,-0,-0.01394,0.00172,0.0018,-0.00038,-0.00059
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0040,0.08229,NaN,-50.83,-25.53,-25.3,0.08878,0.1537,-0.2976,0.00732,-0.00033,0.00248,-0.00024,-0.03231,0.00039,-0.01608,0.00203,0.00242,-0,-0.00055
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0041,0.0724,NaN,-55.8,-28.02,-27.78,0.09903,0.1687,-0.3304,-0.00802,-0,0.00308,-0.00014,-0.0366,0.00065,-0.01811,0.00237,0.00285,0.00026,-0.00055
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0042,0.01406,NaN,-55.99,-28.08,-27.91,0.1067,0.1737,-0.3408,-0.01186,-0,0.00318,-0.00016,-0.03785,0.00061,-0.01877,0.00252,0.00305,0.00042,-0.00053
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0043,0.02188,NaN,-55.99,-28.08,-27.91,0.1097,0.175,-0.3445,-0.01311,-0,0.00319,-0.00024,-0.03824,0.00061,-0.01899,0.00256,0.00304,0.00049,-0.00055
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0044,0.06667,NaN,-55.83,-28.02,-27.81,0.111,0.1763,-0.3468,-0.01379,-0,0.00326,-0.00021,-0.03839,0.00062,-0.01905,0.00267,0.00301,0.00053,-0.00053
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0045,0.06693,NaN,-52.72,-26.46,-26.26,0.1123,0.1745,-0.3432,-0.01435,-0,0.00327,-0.00017,-0.03801,0.00061,-0.0191,0.00267,0.003,0.00047,-0.00056
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0046,0.08203,NaN,-47.53,-23.89,-23.64,0.1148,0.1718,-0.333,-0.01463,-0,0.00315,-0.00023,-0.03676,0.00055,-0.01897,0.00264,0.00292,0.0004,-0.00054
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0047,0.0862,NaN,-42.63,-21.44,-21.19,0.1172,0.1701,-0.3221,-0.01016,-0,0.00306,-0.00026,-0.03534,0.00054,-0.0183,0.0026,0.00283,0.00041,-0.00057
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0048,0.06302,NaN,-37.68,-18.96,-18.72,0.1181,0.1673,-0.3103,0.00287,-0,0.00294,-0.00019,-0.03368,0.00048,-0.01736,0.0026,0.00268,0.00039,-0.00053
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0049,0.08307,NaN,-32.61,-16.43,-16.18,0.1181,0.1648,-0.298,0.01842,-0,0.00272,-0.00023,-0.03183,0.00038,-0.01639,0.00256,0.00236,0.00029,-0.00049
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0050,0.0487,NaN,-27.6,-13.91,-13.69,0.1181,0.1616,-0.2838,0.03512,-0,0.00247,-0.00023,-0.02974,0.00032,-0.01528,0.00251,0.00195,-0,-0.00052
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0051,0.08594,NaN,-22.42,-11.34,-11.08,0.1182,0.1589,-0.2672,0.05484,-0,0.00217,-0.00021,-0.02704,0.00017,-0.01395,0.00244,0.00152,-0,-0.00048
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0052,0,NaN,-17.943,-9.079,-8.864,0.1182,0.158,-0.2538,0.07636,-0,0.00184,-0.00029,-0.02456,-0,-0.01299,0.00237,0.00104,-0.00027,-0.0005
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0053,0.08516,NaN,-12.681,-6.458,-6.223,0.122,0.1592,-0.2393,0.1092,-0,0.00156,-0.00021,-0.02087,-0,-0.0115,0.00231,0.00026,-0.0005,-0.00046
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0054,0.02917,NaN,-9.833,-5.013,-4.82,0.1275,0.1575,-0.2245,0.1262,-0.00018,0.00126,-0.00028,-0.01864,-0,-0.01064,0.00223,-0.0004,-0.00078,-0.00046
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0055,0.1076,NaN,-9.762,-5.019,-4.743,0.1283,0.1598,-0.2251,0.1287,-0.0001,0.00137,-0.00017,-0.0184,-0,-0.01052,0.00224,-0.0004,-0.00076,-0.00042
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0056,0.0026,NaN,-15.089,-7.671,-7.418,0.1291,0.1575,-0.232,0.1233,-0.00016,0.00135,-0.00023,-0.02095,-0,-0.0106,0.00224,-0.0001,-0.00078,-0.00042
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0057,0.1438,NaN,-20.9,-10.54,-10.36,0.1291,0.1632,-0.2548,0.1031,-0.00016,0.00157,-0.00027,-0.02415,-0,-0.01172,0.00228,0.00056,-0.00071,-0.00042
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0058,0.1326,NaN,-25.29,-12.78,-12.51,0.129,0.1629,-0.2659,0.08238,-0.0002,0.00181,-0.00025,-0.02651,-0,-0.01274,0.00228,0.00101,-0.00068,-0.00046
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0059,-0.03594,NaN,-30.07,-15.16,-14.91,0.1291,0.1636,-0.2752,0.06095,-0.00021,0.00205,-0.00026,-0.02892,0.0001,-0.01402,0.00228,0.00145,-0.00054,-0.00048
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0060,0.1284,NaN,-35.12,-17.69,-17.43,0.1292,0.1724,-0.296,0.04983,-0.0002,0.00235,-0.00026,-0.03118,0.0002,-0.01512,0.00237,0.00181,-0.00038,-0.00046
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0061,0.132,NaN,-40.23,-20.24,-19.99,0.1294,0.175,-0.3088,0.03132,-0,0.0027,-0,-0.03313,0.00043,-0.01609,0.00261,0.00237,-0,-0.00034
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0062,-0.02005,NaN,-45.13,-22.7,-22.43,0.1293,0.1751,-0.3191,0.01288,-0,0.00289,-0.00019,-0.03519,0.0004,-0.01714,0.0026,0.00244,-0,-0.0004
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0063,0.1406,NaN,-50.14,-25.19,-24.95,0.1294,0.1833,-0.3375,0.00379,-0,0.00317,-0.00019,-0.03703,0.00053,-0.01809,0.00273,0.00277,0.0003,-0.00045
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0064,0.02135,NaN,-55.11,-27.68,-27.43,0.1294,0.182,-0.349,-0.01391,-0,0.00337,-0.00019,-0.03905,0.00058,-0.0191,0.00285,0.00308,0.00054,-0.00042
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0065,0.05234,NaN,-60.07,-30.16,-29.91,0.1297,0.19,-0.372,-0.02476,0.0001,0.00371,-0.00019,-0.04178,0.00073,-0.02043,0.00296,0.00332,0.00068,-0.00044
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0066,0.1302,NaN,-65.18,-32.7,-32.48,0.1359,0.2008,-0.4023,-0.03644,0.00033,0.0042,-0.00013,-0.0453,0.00107,-0.0223,0.0032,0.00378,0.00104,-0.00044
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0067,0.09271,NaN,-70.25,-35.24,-35.01,0.138,0.204,-0.4265,-0.05574,0.00059,0.00472,-0.00016,-0.04873,0.00119,-0.02407,0.00342,0.00425,0.00147,-0.00048
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0068,0.07682,NaN,-75.11,-37.68,-37.43,0.1433,0.2111,-0.4533,-0.07421,0.00091,0.00527,-0.00011,-0.05224,0.00138,-0.02601,0.00375,0.00463,0.00184,-0.00044
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0069,0.07682,NaN,-80.15,-40.2,-39.95,0.1489,0.2178,-0.481,-0.09428,0.00132,0.00596,-0,-0.05593,0.00169,-0.02793,0.00415,0.00518,0.00235,-0.00038
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0070,0.0474,NaN,-81.84,-41.03,-40.81,0.154,0.2224,-0.498,-0.1054,0.00148,0.00638,-0,-0.05815,0.00186,-0.02918,0.00442,0.00544,0.00268,-0.00036
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0071,0.07734,NaN,-81.68,-40.98,-40.7,0.1567,0.2248,-0.5025,-0.1088,0.00157,0.00653,-0,-0.05863,0.00189,-0.02944,0.00458,0.00548,0.00271,-0.00037
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0072,0.05911,NaN,-76.69,-38.45,-38.24,0.1592,0.2249,-0.4974,-0.109,0.00161,0.00646,-0,-0.05813,0.00195,-0.02943,0.00461,0.00548,0.00267,-0.00035
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0073,0.05781,NaN,-71.63,-35.94,-35.69,0.1609,0.2248,-0.4877,-0.1091,0.0016,0.00644,-0,-0.0572,0.00192,-0.02936,0.00461,0.00544,0.00263,-0.00038
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0074,0.06823,NaN,-66.65,-33.44,-33.21,0.1625,0.224,-0.4779,-0.1088,0.00161,0.00634,-0,-0.05615,0.00185,-0.0289,0.00461,0.00535,0.00253,-0.00035
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0075,0.101,NaN,-61.78,-31.03,-30.75,0.1635,0.2219,-0.4672,-0.09981,0.00161,0.00621,-0,-0.05499,0.00183,-0.02812,0.00463,0.00528,0.00247,-0.00035
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0076,0.09271,NaN,-56.62,-28.43,-28.19,0.1643,0.2177,-0.4565,-0.08847,0.00156,0.00603,-0,-0.05369,0.00172,-0.02731,0.00457,0.00504,0.00222,-0.00037
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0077,0.0638,NaN,-51.64,-25.94,-25.7,0.1645,0.2138,-0.4445,-0.07641,0.00159,0.00586,-0,-0.05224,0.00164,-0.02648,0.00452,0.00484,0.00205,-0.00035
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0078,0.06823,NaN,-46.6,-23.42,-23.18,0.1647,0.2094,-0.4329,-0.06198,0.00161,0.00566,-0,-0.05064,0.00157,-0.02552,0.00445,0.0046,0.00197,-0.00033
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0079,0.06042,NaN,-41.65,-20.94,-20.71,0.1646,0.2072,-0.421,-0.04599,0.00156,0.0054,-0,-0.04895,0.00142,-0.02461,0.00434,0.00435,0.00176,-0.00038
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0080,0.07839,NaN,-36.59,-18.41,-18.18,0.1647,0.2059,-0.4092,-0.02676,0.0015,0.0051,-0,-0.04706,0.0013,-0.02354,0.00426,0.00397,0.00152,-0.00033
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0081,0.07839,NaN,-31.51,-15.87,-15.64,0.1647,0.2042,-0.3958,-0.00568,0.00149,0.00477,-0,-0.0449,0.00125,-0.0224,0.00416,0.00354,0.00126,-0.00034
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0082,0.06745,NaN,-26.63,-13.43,-13.2,0.1654,0.2042,-0.3816,0.0176,0.00147,0.00452,0.00012,-0.04236,0.00119,-0.02114,0.00417,0.00324,0.00116,-0.0002
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0083,0.07865,NaN,-21.61,-10.93,-10.68,0.1764,0.2042,-0.3666,0.0432,0.00125,0.00398,-0,-0.03961,0.00094,-0.01987,0.0039,0.00246,0.00057,-0.00034
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0084,0.1013,NaN,-16.452,-8.359,-8.093,0.1832,0.2071,-0.3528,0.07791,0.00105,0.0035,-0,-0.036,0.00086,-0.0183,0.0038,0.00178,0.00028,-0.00032
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0085,0.07031,NaN,-11.665,-5.949,-5.716,0.1952,0.2104,-0.3357,0.1105,0.00088,0.00306,-0,-0.03227,0.00077,-0.01672,0.00366,0.00106,-0.00013,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0086,0.08776,NaN,-9.985,-5.117,-4.868,0.2026,0.2144,-0.3268,0.1277,0.00072,0.00277,-0.00012,-0.03025,0.00069,-0.01585,0.00357,0.0005,-0.00029,-0.00026
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0087,0.06641,NaN,-9.922,-5.084,-4.838,0.2035,0.214,-0.3262,0.1281,0.00074,0.0028,-0.00012,-0.03021,0.00069,-0.01579,0.00357,0.00047,-0.00028,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0088,0.09948,NaN,-13.024,-6.63,-6.394,0.204,0.2154,-0.3313,0.1285,0.00072,0.0028,-0.00012,-0.03164,0.00071,-0.01579,0.0036,0.00051,-0.00029,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0089,0.07891,NaN,-17.979,-9.115,-8.864,0.2041,0.2127,-0.3419,0.1062,0.00068,0.00298,-0.00011,-0.03449,0.00075,-0.01662,0.00354,0.00108,-0.00037,-0.00028
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0090,0.0224,NaN,-23.03,-11.64,-11.39,0.2041,0.2104,-0.3525,0.07695,0.0007,0.00337,-0,-0.03745,0.00083,-0.01795,0.00364,0.00175,-0.00014,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0091,0.1247,NaN,-28.42,-14.34,-14.08,0.2042,0.2164,-0.3729,0.05705,0.00069,0.00369,-0.00011,-0.04038,0.00094,-0.01943,0.00368,0.00233,0.00012,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0092,0.01849,NaN,-32.98,-16.63,-16.35,0.204,0.2151,-0.3812,0.03185,0.00074,0.00405,-0,-0.04266,0.00102,-0.02048,0.00376,0.00276,0.00034,-0.00025
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0093,0.1359,NaN,-38,-19.13,-18.87,0.2038,0.2233,-0.3999,0.01589,0.0008,0.0044,-0,-0.04494,0.00107,-0.02162,0.00388,0.00317,0.00066,-0.00029
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0094,0.03646,NaN,-43.02,-21.64,-21.38,0.2036,0.2218,-0.4097,-0.00758,0.0008,0.00472,-0.0001,-0.04708,0.00116,-0.02274,0.00397,0.00354,0.00091,-0.00032
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0095,0.00495,NaN,-47.98,-24.13,-23.85,0.2037,0.2241,-0.4235,-0.02625,0.00087,0.00503,-0,-0.04902,0.0013,-0.02371,0.00414,0.00388,0.00116,-0.00024
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0096,0.1526,NaN,-52.93,-26.58,-26.35,0.2036,0.2251,-0.4384,-0.03966,0.00097,0.00532,-0,-0.05085,0.00144,-0.02464,0.0042,0.00414,0.00137,-0.00029
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0097,0.00755,NaN,-58,-29.13,-28.87,0.2036,0.2252,-0.4463,-0.06076,0.00106,0.0056,-0,-0.05258,0.00151,-0.02555,0.0043,0.00443,0.00164,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0098,-0.02318,NaN,-63.09,-31.53,-31.56,0.2038,0.2255,-0.4654,-0.07157,0.00114,0.0059,-0,-0.05448,0.00172,-0.02674,0.00443,0.00471,0.00188,-0.00025
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0099,0.06745,NaN,-68,-34.13,-33.87,0.2037,0.2264,-0.4744,-0.08504,0.00131,0.00611,-0,-0.05574,0.00181,-0.0273,0.00459,0.00492,0.00208,-0.00025
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0100,0.08464,NaN,-73,-36.63,-36.37,0.2036,0.2273,-0.4879,-0.09703,0.00133,0.00631,-0,-0.05728,0.00187,-0.02825,0.0047,0.00515,0.00235,-0.00025
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0101,0.06458,NaN,-78.02,-39.14,-38.88,0.2037,0.2292,-0.5012,-0.1102,0.00153,0.00659,-0,-0.05888,0.00195,-0.02913,0.00481,0.0054,0.00259,-0.0003
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0102,0.09818,NaN,-81.78,-41.02,-40.76,0.2036,0.2317,-0.5159,-0.1211,0.00163,0.00688,-0,-0.06056,0.00202,-0.03006,0.00496,0.00562,0.0028,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0103,0.06042,NaN,-81.89,-41.07,-40.82,0.2036,0.2335,-0.5184,-0.1239,0.00165,0.00693,-0,-0.06092,0.00202,-0.03025,0.00503,0.0056,0.00276,-0.00025
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0104,0.09714,NaN,-81.84,-41.05,-40.79,0.2036,0.2339,-0.5205,-0.1251,0.00168,0.00696,-0,-0.06108,0.00204,-0.03035,0.0051,0.0057,0.00289,-0.00027
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0105,0.07057,NaN,-81.88,-41.06,-40.82,0.2036,0.235,-0.5215,-0.1263,0.00172,0.00703,-0,-0.06121,0.00207,-0.03037,0.00513,0.00574,0.00295,-0.00023
RS6_LS00_to_LS01,LS00_to_LS01_RS6_0106,0.09036,NaN,-81.86,-41.06,-40.8,0.2035,0.235,-0.5226,-0.1273,0.00172,0.00705,-0,-0.06133,0.00208,-0.0304,0.00513,0.00572,0.00293,-0.00028
RS6_LS01_to_LS02,LS01_to_LS02_RS6_0003,0,0,-81.91,-41.05,-40.86,-0.00015,-0,-0.00268,-0.00257,0.00172,0.00729,-0,-0.06232,0.00227,-0.03105,0.00554,0.00583,0.0031,-0.00024
