Test unit,S2
Reference,Mazzon (2010)
top_displacement,horizontal_force,drift
[mm],[kN],[%]
3.31,224.2,0.233
3.34,224.9,0.236
3.37,225.2,0.237
3.39,225.5,0.239
3.41,226.4,0.24
3.44,227.7,0.243
3.47,228.6,0.244
3.5,229.3,0.246
3.52,229.8,0.248
3.55,230.5,0.25
3.58,231.2,0.252
3.6,231.8,0.254
3.61,232,0.254
3.62,231.8,0.255
3.64,232.1,0.256
3.66,233.1,0.258
3.68,233.6,0.259
3.69,233.5,0.26
3.71,233.4,0.261
3.72,233.5,0.262
3.73,234,0.263
3.74,234.4,0.264
3.75,234.7,0.264
3.77,235,0.265
3.78,234.8,0.266
3.78,234.4,0.266
3.8,234.7,0.268
3.82,235.2,0.269
3.82,235,0.269
3.82,234.2,0.269
3.81,232.6,0.269
3.81,231.6,0.268
3.81,231.5,0.269
3.81,231.5,0.269
3.81,232.6,0.269
3.82,233.8,0.269
3.83,234.5,0.27
3.83,233.8,0.27
3.84,231.4,0.27
3.84,228,0.27
3.84,224.5,0.27
3.83,220.5,0.27
3.82,216.5,0.269
3.82,213.4,0.269
3.8,210.7,0.268
3.78,208.7,0.266
3.76,207.4,0.265
3.75,206.4,0.264
3.75,205.6,0.264
3.73,203.8,0.263
3.71,201.4,0.261
3.69,199.8,0.26
3.68,198.7,0.259
3.67,197.7,0.259
3.65,195.9,0.257
3.63,193.8,0.256
3.62,192.4,0.255
3.6,191,0.254
3.58,188.8,0.252
3.55,186.3,0.25
3.54,184.5,0.249
3.51,183.1,0.248
3.49,181.5,0.246
3.46,179.4,0.244
3.43,177.3,0.242
3.41,174.7,0.24
3.38,171.9,0.238
3.35,169.8,0.236
3.33,167.9,0.234
3.3,165.7,0.233
3.28,162.8,0.231
3.24,159.9,0.228
3.22,157.6,0.226
3.19,155.2,0.225
3.16,152.4,0.222
3.13,149.2,0.22
3.1,146.1,0.218
3.07,143.4,0.216
3.03,140.9,0.213
2.99,138,0.211
2.95,135,0.208
2.91,131.9,0.205
2.87,129,0.202
2.83,126.2,0.2
2.79,123,0.197
2.75,119.8,0.194
2.71,116.7,0.191
2.67,113.7,0.188
2.63,110.7,0.185
2.59,107.2,0.182
2.54,103.8,0.179
2.5,100.3,0.176
2.46,97,0.173
2.42,93.9,0.171
2.37,90.8,0.167
2.32,87.6,0.163
2.28,84.4,0.16
2.22,80.5,0.157
2.17,76.6,0.153
2.11,72.8,0.149
2.06,69.1,0.145
2.01,65.9,0.142
1.97,62.7,0.138
1.92,59.7,0.135
1.87,56,0.132
1.82,52.1,0.128
1.77,48.4,0.124
1.72,44.9,0.121
1.67,41.4,0.118
1.63,37.7,0.115
1.58,34.2,0.112
1.52,30.7,0.107
1.47,27.4,0.103
1.42,23.8,0.1
1.36,20.1,0.096
1.31,16.7,0.092
1.27,13.6,0.089
1.23,10.8,0.086
1.19,8.1,0.084
1.14,4.6,0.08
1.09,2,0.077
1.07,0.9,0.075
1.05,0.5,0.074
1.04,-0.3,0.074
1.03,-1.8,0.072
0.99,-5.6,0.069
0.94,-10.7,0.066
0.83,-19.1,0.059
0.7,-28.6,0.049
0.55,-39.4,0.039
0.43,-47.8,0.031
0.37,-51.4,0.026
0.35,-52.4,0.024
0.32,-54.1,0.023
0.28,-58.1,0.02
0.22,-63.2,0.015
0.15,-68.1,0.011
0.09,-72.2,0.006
0.04,-76.1,0.003
-0.02,-80.3,-0.001
-0.08,-84.7,-0.006
-0.13,-88.6,-0.009
-0.18,-92.1,-0.013
-0.22,-95.8,-0.016
-0.28,-100.1,-0.02
-0.35,-104.4,-0.025
-0.41,-108.2,-0.029
-0.46,-111.4,-0.033
-0.51,-114.7,-0.036
-0.57,-118.4,-0.04
-0.63,-122.3,-0.044
-0.69,-126,-0.048
-0.74,-129.6,-0.052
-0.8,-133.3,-0.056
-0.86,-137,-0.061
-0.91,-140.1,-0.064
-0.96,-142.9,-0.067
-1,-146,-0.071
-1.06,-149.5,-0.074
-1.1,-153.3,-0.078
-1.16,-156.8,-0.081
-1.22,-160,-0.086
-1.27,-163,-0.09
-1.33,-166,-0.093
-1.38,-168.9,-0.097
-1.42,-171.6,-0.1
-1.47,-174.9,-0.103
-1.52,-178.3,-0.107
-1.57,-181.3,-0.11
-1.61,-183.8,-0.113
-1.65,-186,-0.116
-1.69,-188.6,-0.119
-1.75,-191.7,-0.123
-1.8,-194.8,-0.127
-1.85,-197.7,-0.13
-1.9,-200.4,-0.134
-1.93,-202.9,-0.136
-1.97,-205.1,-0.139
-2.02,-207.3,-0.142
-2.06,-209.5,-0.145
-2.1,-211.9,-0.148
-2.15,-214.4,-0.151
-2.19,-216.7,-0.154
-2.23,-218.7,-0.157
-2.26,-220.1,-0.159
-2.29,-221.6,-0.161
-2.33,-223.4,-0.164
-2.37,-225.4,-0.167
-2.41,-227.2,-0.17
-2.46,-228.9,-0.173
-2.49,-230.7,-0.176
-2.53,-232.5,-0.178
-2.56,-233.9,-0.18
-2.58,-235,-0.182
-2.62,-236.2,-0.184
-2.66,-237.6,-0.187
-2.7,-239,-0.19
-2.73,-239.8,-0.192
-2.75,-240.6,-0.194
-2.78,-241.8,-0.196
-2.81,-243,-0.198
-2.84,-244.2,-0.2
-2.88,-245.4,-0.203
-2.91,-246.6,-0.205
-2.94,-247.7,-0.207
-2.97,-248.6,-0.209
-3,-249.2,-0.211
-3.02,-249.7,-0.213
-3.04,-250.2,-0.214
-3.04,-250.9,-0.214
-3.07,-251.6,-0.216
-3.1,-252.4,-0.218
-3.13,-253.2,-0.22
-3.16,-253.8,-0.222
-3.18,-254.1,-0.224
-3.19,-254.3,-0.225
-3.21,-254.9,-0.226
-3.23,-255.5,-0.227
-3.25,-256,-0.229
-3.27,-256.4,-0.23
-3.28,-256.7,-0.231
-3.29,-257.1,-0.232
-3.31,-257.2,-0.233
-3.32,-257.1,-0.234
-3.32,-257,-0.234
-3.33,-257.5,-0.234
-3.33,-258.1,-0.235
-3.34,-258.1,-0.236
-3.36,-257.7,-0.237
-3.37,-257.3,-0.237
-3.37,-257.2,-0.238
-3.38,-257.3,-0.238
-3.39,-257.4,-0.238
-3.39,-257.4,-0.239
-3.39,-257.5,-0.239
-3.4,-257.5,-0.239
-3.4,-257.3,-0.24
-3.4,-256.8,-0.24
-3.4,-255.3,-0.24
-3.41,-254,-0.24
-3.41,-252.6,-0.24
-3.41,-250.7,-0.24
-3.39,-248.2,-0.239
-3.39,-245.6,-0.239
-3.4,-242.8,-0.239
-3.4,-239.7,-0.24
-3.41,-236,-0.24
-3.38,-232,-0.238
-3.35,-229.5,-0.236
-3.33,-228.9,-0.235
-3.33,-229,-0.234
-3.32,-228.3,-0.234
-3.31,-227.1,-0.233
-3.29,-225.6,-0.232
-3.27,-224.4,-0.231
-3.26,-223.6,-0.23
-3.25,-222.3,-0.229
-3.23,-220.5,-0.227
-3.2,-218.8,-0.225
-3.17,-217.1,-0.223
-3.15,-215.7,-0.222
-3.14,-214.3,-0.221
-3.12,-212.7,-0.22
-3.11,-210.8,-0.219
-3.09,-209,-0.217
-3.06,-207.1,-0.216
-3.04,-205.2,-0.214
-3.01,-203.3,-0.212
-2.99,-201.4,-0.211
-2.97,-199.6,-0.209
-2.94,-197.6,-0.207
-2.91,-195.3,-0.205
-2.88,-193,-0.203
-2.85,-190.6,-0.201
-2.82,-188.3,-0.198
-2.78,-185.8,-0.196
-2.74,-183.4,-0.193
-2.71,-180.6,-0.191
-2.68,-177.5,-0.189
-2.65,-174.3,-0.187
-2.62,-171.3,-0.184
-2.59,-168.6,-0.182
-2.56,-165.8,-0.18
-2.52,-162.6,-0.177
-2.48,-159.4,-0.175
-2.44,-156.3,-0.172
-2.4,-153.2,-0.169
-2.36,-149.8,-0.166
-2.32,-146.3,-0.163
-2.28,-143.1,-0.16
-2.24,-140.3,-0.157
-2.2,-137.4,-0.155
-2.15,-134.1,-0.151
-2.1,-130.5,-0.148
-2.07,-126.9,-0.146
-2.03,-123.4,-0.143
-1.99,-119.8,-0.14
-1.95,-116.1,-0.137
-1.9,-112.3,-0.134
-1.85,-108.9,-0.131
-1.81,-105.3,-0.127
-1.76,-101.6,-0.124
-1.71,-97.4,-0.121
-1.66,-93.3,-0.117
-1.61,-89.6,-0.114
-1.57,-86.2,-0.111
-1.53,-82.5,-0.108
-1.48,-78.2,-0.104
-1.41,-73.9,-0.1
-1.35,-70.2,-0.095
-1.3,-66.4,-0.092
-1.25,-62.3,-0.088
-1.2,-57.9,-0.085
-1.15,-53.8,-0.081
-1.1,-50.1,-0.078
-1.05,-46.2,-0.074
-1,-42,-0.071
-0.95,-37.7,-0.067
-0.89,-33.2,-0.063
-0.84,-28.8,-0.059
-0.79,-24.7,-0.055
-0.74,-20.7,-0.052
-0.69,-16.7,-0.048
-0.64,-12.5,-0.045
-0.59,-8.5,-0.041
-0.53,-4.9,-0.037
-0.48,-2.2,-0.034
-0.47,-1.3,-0.033
-0.46,-0.9,-0.033
-0.46,-0.3,-0.032
-0.45,1,-0.031
-0.41,4.7,-0.029
-0.33,10.7,-0.024
-0.25,17.2,-0.018
-0.15,25.5,-0.01
-0.01,36.2,-0.001
0.13,45.5,0.009
0.21,49.5,0.015
0.24,49.9,0.017
0.25,51.1,0.018
0.3,54.6,0.021
0.37,59.6,0.026
0.46,64.5,0.032
0.52,68.1,0.037
0.57,71.2,0.04
0.62,74.4,0.043
0.67,77.8,0.047
0.72,81.4,0.051
0.78,85.1,0.055
0.84,88.6,0.059
0.89,91.8,0.063
0.94,94.6,0.066
0.99,97.6,0.07
1.04,101,0.074
1.11,104.6,0.078
1.17,108,0.082
1.22,111.1,0.086
1.27,114.1,0.089
1.32,116.8,0.093
1.38,119.7,0.097
1.43,123,0.101
1.48,126.5,0.104
1.53,129.5,0.108
1.58,132.2,0.111
1.63,135.2,0.115
1.69,138.3,0.119
1.75,141.3,0.123
1.8,144.3,0.127
1.86,147.3,0.131
1.91,150,0.135
1.96,152.6,0.138
2.01,155.3,0.141
2.06,158,0.145
2.11,160.7,0.148
2.16,163.5,0.152
2.22,166.3,0.156
2.27,168.9,0.16
2.31,171.3,0.163
2.35,173.8,0.165
2.39,176.3,0.168
2.43,178.5,0.171
2.47,180.8,0.174
2.52,183.2,0.178
2.57,185.9,0.181
2.62,188.2,0.184
2.66,189.8,0.187
2.69,191.3,0.19
2.73,193.3,0.192
2.77,195.4,0.195
2.82,197.7,0.198
2.86,199.9,0.201
2.89,201.4,0.204
2.94,203,0.207
2.97,204.6,0.209
3,206.2,0.211
3.03,207.7,0.213
3.06,209.2,0.216
3.09,210.5,0.218
3.12,211.6,0.22
3.15,212.8,0.222
3.19,214.7,0.225
3.23,216.2,0.227
3.26,217,0.23
3.29,218,0.232
3.32,218.8,0.233
3.34,219.7,0.236
3.37,221,0.238
3.4,222.3,0.24
3.44,223.3,0.242
3.47,223.9,0.244
3.49,224.5,0.246
3.51,225.2,0.247
3.52,225.9,0.248
3.54,226.4,0.25
3.57,227.2,0.251
3.59,227.9,0.253
3.61,228.2,0.254
3.63,228.8,0.256
3.65,229.3,0.257
3.67,229.5,0.258
3.68,229.4,0.259
3.69,229.6,0.26
3.71,230.4,0.261
3.73,231,0.263
3.75,231.3,0.264
3.77,231.3,0.266
3.78,230.8,0.266
3.78,230.8,0.266
3.78,231.4,0.266
3.79,232.1,0.267
3.8,232.2,0.268
3.81,231.9,0.268
3.81,231.3,0.269
3.82,230.7,0.269
3.82,230.3,0.269
3.82,230.3,0.269
3.83,231.6,0.27
3.84,232.1,0.27
3.84,231.4,0.271
3.84,229.5,0.271
3.84,226.7,0.271
3.85,224.3,0.271
3.86,222.3,0.272
3.86,219.9,0.272
3.85,217.2,0.271
3.83,214.3,0.27
3.82,211.6,0.269
3.81,209.5,0.268
3.8,208.3,0.268
3.8,207.3,0.267
3.79,205.8,0.267
3.78,204,0.266
3.76,202.1,0.265
3.75,200.3,0.264
3.73,198.6,0.263
3.72,197,0.262
3.7,195.7,0.261
3.69,194.4,0.26
3.68,192.6,0.259
3.66,190.9,0.258
3.64,189.9,0.257
3.62,188.5,0.255
3.59,186.2,0.253
3.57,183.8,0.251
3.54,181.6,0.25
3.52,179.7,0.248
3.5,177.9,0.247
3.49,176.4,0.246
3.46,174.1,0.244
3.43,171.4,0.242
3.41,169.3,0.24
3.38,167,0.238
3.36,164.5,0.236
3.33,162.4,0.235
3.31,160,0.233
3.28,157.1,0.231
3.25,154.5,0.229
3.22,151.9,0.226
3.18,149.3,0.224
3.15,146.8,0.222
3.11,144.2,0.219
3.08,141.5,0.217
3.04,138.4,0.214
3,135.6,0.211
2.97,133.1,0.209
2.94,130.4,0.207
2.9,127.1,0.204
2.85,123.8,0.201
2.81,120.8,0.198
2.77,117.7,0.195
2.73,114.8,0.192
2.7,112,0.19
2.67,109,0.188
2.62,105.9,0.184
2.57,102.5,0.181
2.51,99,0.177
2.47,95.9,0.174
2.42,93,0.171
2.38,90,0.168
2.33,86.5,0.164
2.28,83,0.161
2.23,79.8,0.157
2.18,76.6,0.154
2.13,73.2,0.15
2.08,69.8,0.147
2.03,66.4,0.143
1.98,63.1,0.14
1.93,60.1,0.136
1.9,56.9,0.134
1.86,53.3,0.131
1.8,49.6,0.127
1.74,46.1,0.123
1.68,42.6,0.119
1.63,39.1,0.115
1.58,35.5,0.111
1.53,32.1,0.108
1.48,28.9,0.104
1.43,25.5,0.101
1.38,22.1,0.097
1.34,18.9,0.094
1.28,15.7,0.09
1.23,12.6,0.087
1.19,9.9,0.084
1.15,7.1,0.081
1.1,3.7,0.077
1.07,1.5,0.075
1.05,0.7,0.074
1.03,0.3,0.072
1.01,-0.6,0.071
0.99,-2.6,0.069
0.94,-6.4,0.066
0.87,-12.3,0.061
0.76,-20.8,0.053
0.63,-30.4,0.044
0.49,-40.6,0.034
0.39,-47.1,0.027
0.35,-49.3,0.024
0.32,-50.5,0.023
0.29,-53.1,0.02
0.23,-57.4,0.016
0.16,-62.3,0.011
0.11,-66.8,0.008
0.06,-70.7,0.004
-0,-74.4,-0
-0.06,-78.2,-0.004
-0.12,-82.1,-0.008
-0.18,-86,-0.012
-0.23,-89.7,-0.016
-0.28,-93.4,-0.02
-0.34,-97.3,-0.024
-0.4,-101.2,-0.028
-0.46,-104.8,-0.032
-0.51,-108.1,-0.036
-0.56,-111.5,-0.039
-0.62,-115,-0.043
-0.67,-118.6,-0.048
-0.73,-121.9,-0.051
-0.79,-125.3,-0.055
-0.83,-128.8,-0.059
-0.88,-132.2,-0.062
-0.94,-135.3,-0.066
-1,-138.5,-0.071
-1.06,-141.6,-0.074
-1.11,-144.8,-0.078
-1.16,-148.1,-0.082
-1.22,-151.2,-0.086
-1.27,-154.3,-0.089
-1.32,-157.3,-0.093
-1.37,-160.2,-0.097
-1.42,-163.1,-0.1
-1.47,-166,-0.103
-1.52,-169.2,-0.107
-1.57,-172.1,-0.11
-1.61,-174.8,-0.113
-1.65,-177.4,-0.116
-1.68,-179.9,-0.118
-1.73,-182.8,-0.122
-1.79,-185.7,-0.126
-1.85,-188.5,-0.13
-1.89,-191,-0.133
-1.94,-193.6,-0.137
-1.98,-196.1,-0.14
-2.03,-198.6,-0.143
-2.07,-201,-0.146
-2.11,-203.1,-0.149
-2.15,-205.4,-0.151
-2.19,-207.7,-0.154
-2.22,-209.8,-0.157
-2.26,-211.7,-0.159
-2.3,-213.7,-0.162
-2.35,-215.8,-0.165
-2.37,-217.7,-0.167
-2.4,-219.2,-0.169
-2.45,-220.8,-0.172
-2.49,-222.6,-0.176
-2.53,-224.4,-0.178
-2.57,-226.2,-0.181
-2.61,-227.8,-0.184
-2.64,-229.2,-0.186
-2.67,-230.5,-0.188
-2.7,-231.7,-0.19
-2.73,-233.1,-0.192
-2.76,-234.7,-0.195
-2.8,-236.1,-0.197
-2.83,-237.1,-0.199
-2.85,-238,-0.201
-2.88,-238.9,-0.203
-2.9,-239.4,-0.204
-2.91,-240.3,-0.205
-2.94,-241.4,-0.207
-2.98,-242.6,-0.21
-3.02,-243.7,-0.212
-3.05,-244.5,-0.215
-3.07,-245.3,-0.216
-3.09,-245.9,-0.218
-3.12,-246.5,-0.219
-3.14,-247.1,-0.221
-3.16,-247.8,-0.222
-3.18,-248.5,-0.224
-3.2,-249.1,-0.225
-3.22,-249.5,-0.227
-3.24,-250,-0.228
-3.25,-250.4,-0.229
-3.27,-250.7,-0.23
-3.27,-251.1,-0.23
-3.28,-251.4,-0.231
-3.3,-251.8,-0.232
-3.31,-251.9,-0.233
-3.33,-252.3,-0.235
-3.35,-252.5,-0.236
-3.36,-252.6,-0.236
-3.36,-252.8,-0.237
-3.37,-252.9,-0.237
-3.38,-252.9,-0.238
-3.38,-252.9,-0.238
-3.39,-252.7,-0.239
-3.39,-252.4,-0.239
-3.39,-252.1,-0.239
-3.39,-252,-0.239
-3.4,-252.3,-0.239
-3.4,-252.2,-0.24
-3.39,-251.9,-0.239
-3.39,-251.7,-0.239
-3.4,-250.9,-0.24
-3.41,-249.4,-0.24
-3.41,-247.6,-0.24
-3.41,-245.6,-0.24
-3.42,-243.2,-0.241
-3.42,-240.5,-0.241
-3.42,-237,-0.24
-3.42,-233.3,-0.24
-3.41,-229.2,-0.24
-3.37,-224.9,-0.237
-3.34,-222.7,-0.235
-3.32,-222.3,-0.234
-3.32,-222.5,-0.234
-3.32,-222,-0.234
-3.3,-220.8,-0.233
-3.27,-219.2,-0.23
-3.26,-217.8,-0.229
-3.25,-216.5,-0.229
-3.24,-215,-0.228
-3.22,-213.3,-0.227
-3.2,-211.6,-0.225
-3.18,-209.9,-0.224
-3.15,-208.3,-0.222
-3.14,-206.8,-0.221
-3.11,-205,-0.219
-3.09,-203.3,-0.218
-3.07,-201.7,-0.216
-3.05,-199.8,-0.215
-3.03,-197.9,-0.213
-3,-196,-0.211
-2.98,-194,-0.21
-2.95,-192,-0.208
-2.91,-189.9,-0.205
-2.89,-187.6,-0.204
-2.87,-185,-0.202
-2.84,-182.5,-0.2
-2.81,-179.7,-0.198
-2.77,-176.4,-0.195
-2.72,-173.3,-0.192
-2.69,-170.7,-0.19
-2.66,-168.3,-0.188
-2.63,-165.5,-0.185
-2.6,-162.7,-0.183
-2.57,-159.9,-0.181
-2.54,-157,-0.179
-2.5,-153.9,-0.176
-2.46,-150.8,-0.173
-2.42,-147.8,-0.17
-2.37,-144.7,-0.167
-2.32,-141.4,-0.164
-2.29,-138,-0.161
-2.25,-135.1,-0.159
-2.21,-132.2,-0.156
-2.18,-129.1,-0.153
-2.13,-125.8,-0.15
-2.09,-122.2,-0.147
-2.04,-118.5,-0.144
-2,-115.1,-0.141
-1.96,-111.7,-0.138
-1.91,-108.3,-0.135
-1.87,-104.8,-0.131
-1.82,-101.3,-0.128
-1.77,-97.4,-0.125
-1.72,-93.3,-0.121
-1.67,-89.6,-0.117
-1.61,-86.1,-0.113
-1.57,-82.6,-0.111
-1.53,-79,-0.108
-1.49,-75.1,-0.105
-1.44,-71.3,-0.101
-1.38,-67.4,-0.098
-1.33,-63.1,-0.094
-1.27,-59.1,-0.09
-1.22,-55.2,-0.086
-1.17,-51.4,-0.082
-1.12,-47.8,-0.079
-1.06,-43.8,-0.075
-1.01,-39.6,-0.071
-0.95,-35.4,-0.067
-0.91,-31.4,-0.064
-0.85,-27.4,-0.06
-0.79,-23.1,-0.055
-0.73,-19.1,-0.051
-0.69,-15.2,-0.049
-0.65,-11.1,-0.045
-0.6,-7.1,-0.042
-0.55,-3.6,-0.039
-0.52,-1.6,-0.037
-0.51,-1.1,-0.036
-0.49,-0.7,-0.035
-0.48,-0,-0.034
-0.46,1.8,-0.033
-0.41,6.2,-0.029
-0.33,12.4,-0.024
-0.25,19.1,-0.017
-0.13,27.9,-0.009
0.02,38.4,0.002
0.15,45.9,0.01
0.22,48.3,0.015
0.24,49.1,0.017
0.27,52.3,0.019
0.34,57.7,0.024
0.43,63.2,0.03
0.51,68.2,0.036
0.59,72.4,0.041
0.65,76.1,0.046
0.72,79.8,0.05
0.79,83.8,0.055
0.86,88.2,0.061
0.93,92.7,0.066
1,96.8,0.071
1.07,100.5,0.075
1.13,104.2,0.08
1.2,108.2,0.085
1.28,112.1,0.09
1.36,116,0.096
1.42,119.7,0.1
1.47,123.2,0.104
1.53,126.8,0.108
1.6,130.7,0.113
1.67,134.6,0.118
1.74,138.3,0.123
1.81,142,0.128
1.88,145.8,0.133
1.96,149.6,0.138
2.02,153.3,0.143
2.09,156.9,0.147
2.16,160.4,0.152
2.23,163.7,0.157
2.29,166.9,0.161
2.35,170.2,0.165
2.42,173.5,0.171
2.49,176.8,0.175
2.54,180.2,0.179
2.6,183.5,0.183
2.66,186.6,0.187
2.71,189.4,0.191
2.77,192,0.195
2.82,194.8,0.199
2.88,197.7,0.203
2.94,200.5,0.207
3,203.3,0.211
3.06,205.9,0.216
3.11,208.3,0.219
3.16,210.3,0.223
3.22,212.6,0.226
3.27,215,0.23
3.33,217.2,0.234
3.39,219.3,0.239
3.44,221.4,0.242
3.48,222.9,0.245
3.52,224.2,0.248
3.57,225.9,0.251
3.62,228,0.255
3.68,229.8,0.259
3.73,230.8,0.263
3.77,231.5,0.265
3.81,232.6,0.268
3.85,234,0.271
3.9,235.1,0.274
3.94,236,0.278
3.99,236.9,0.281
4.03,237.7,0.284
4.06,238.3,0.286
4.11,239.2,0.29
4.16,240.1,0.293
4.19,240.8,0.295
4.22,241.2,0.297
4.25,241.5,0.299
4.27,241.9,0.301
4.31,243,0.303
4.35,243.9,0.306
4.38,244.1,0.309
4.41,244.3,0.311
4.44,244.7,0.313
4.47,245.1,0.315
4.5,245.5,0.317
4.52,245.6,0.319
4.54,245.7,0.32
4.57,246.1,0.322
4.6,246.5,0.324
4.63,246.5,0.326
4.65,246.6,0.328
4.66,246.4,0.328
4.66,246.5,0.328
4.68,247,0.329
4.69,247.3,0.331
4.72,247.4,0.332
4.73,247.4,0.333
4.74,246.9,0.334
4.75,246.5,0.334
4.76,246.8,0.335
4.77,247.2,0.336
4.78,247.5,0.337
4.79,246.8,0.337
4.79,246,0.338
4.79,245.6,0.338
4.8,245.3,0.338
4.81,245.4,0.339
4.82,246,0.339
4.82,246,0.339
4.81,245.4,0.339
4.81,243.9,0.339
4.81,241.5,0.339
4.82,239,0.339
4.82,236,0.339
4.81,232.8,0.339
4.8,229.8,0.338
4.78,227.2,0.337
4.76,225,0.335
4.75,223.1,0.334
4.73,221.9,0.333
4.73,221.1,0.333
4.72,219.9,0.332
4.71,218.3,0.332
4.69,216.3,0.331
4.66,214.7,0.328
4.63,213.2,0.326
4.61,211.8,0.324
4.58,210.5,0.323
4.56,209,0.321
4.54,207.6,0.32
4.52,206.2,0.318
4.5,204.7,0.317
4.47,202.4,0.315
4.44,200,0.312
4.4,197.7,0.31
4.37,195.9,0.308
4.34,194.4,0.306
4.31,192.6,0.304
4.29,190.2,0.302
4.26,187.6,0.3
4.22,185,0.297
4.18,182.6,0.294
4.13,180.2,0.291
4.09,177.4,0.288
4.05,175,0.285
4.02,172.5,0.283
3.98,169.6,0.28
3.94,166.7,0.277
3.9,163.9,0.274
3.85,160.6,0.271
3.81,157.4,0.268
3.76,154.2,0.265
3.72,151.4,0.262
3.69,148.5,0.26
3.64,145.2,0.256
3.6,141.6,0.253
3.56,138.5,0.251
3.5,135.6,0.247
3.45,132.4,0.243
3.39,128.8,0.239
3.34,124.9,0.235
3.29,121.4,0.231
3.24,118.1,0.228
3.19,114.6,0.224
3.13,111.1,0.22
3.08,107.6,0.217
3.02,103.8,0.213
2.96,100.1,0.208
2.9,96.5,0.204
2.84,92.9,0.2
2.79,89.6,0.196
2.73,86.1,0.192
2.68,82.4,0.189
2.62,78.8,0.184
2.55,75.1,0.179
2.48,71.1,0.174
2.41,67.3,0.17
2.34,63.4,0.165
2.27,59.5,0.16
2.21,55.8,0.156
2.15,52.1,0.152
2.09,48.4,0.147
2.03,44.5,0.143
1.96,40.6,0.138
1.9,36.9,0.134
1.84,32.9,0.129
1.77,28.8,0.124
1.7,24.8,0.12
1.64,21.1,0.116
1.6,17.6,0.112
1.53,14.1,0.108
1.46,10.8,0.103
1.41,7.8,0.099
1.34,4,0.094
1.29,1.6,0.091
1.26,0.8,0.089
1.25,0.3,0.088
1.23,-0.6,0.087
1.21,-2.9,0.085
1.16,-6.7,0.081
1.07,-12.9,0.076
0.95,-21.2,0.067
0.81,-30.6,0.057
0.65,-41.7,0.046
0.49,-51.6,0.035
0.4,-57,0.028
0.36,-59.3,0.025
0.32,-61.4,0.022
0.26,-65,0.018
0.18,-70.1,0.012
0.1,-75.2,0.007
0.03,-80.2,0.002
-0.05,-85,-0.003
-0.12,-89.3,-0.008
-0.18,-93.2,-0.013
-0.25,-97.3,-0.017
-0.31,-101.5,-0.022
-0.39,-106.1,-0.027
-0.46,-110.6,-0.033
-0.54,-114.7,-0.038
-0.61,-118.6,-0.043
-0.68,-122.4,-0.048
-0.73,-126.2,-0.051
-0.8,-130.3,-0.056
-0.88,-134.4,-0.062
-0.95,-138.3,-0.067
-1.02,-142.3,-0.072
-1.09,-146,-0.077
-1.16,-149.8,-0.082
-1.23,-153.6,-0.087
-1.29,-157.4,-0.091
-1.36,-161.1,-0.096
-1.42,-164.7,-0.1
-1.48,-168.3,-0.104
-1.55,-171.8,-0.109
-1.61,-175.4,-0.113
-1.67,-178.8,-0.118
-1.74,-182.3,-0.122
-1.79,-185.8,-0.126
-1.85,-189.3,-0.13
-1.92,-192.8,-0.135
-1.99,-196.1,-0.14
-2.05,-199.2,-0.144
-2.11,-202.3,-0.148
-2.16,-205.4,-0.152
-2.22,-208.5,-0.157
-2.29,-211.4,-0.161
-2.34,-213.9,-0.165
-2.39,-216.4,-0.169
-2.45,-219,-0.173
-2.5,-221.7,-0.176
-2.56,-224.1,-0.18
-2.61,-226.6,-0.184
-2.66,-228.9,-0.188
-2.71,-231.2,-0.191
-2.75,-233.3,-0.194
-2.8,-235.5,-0.198
-2.87,-237.5,-0.202
-2.92,-238.8,-0.206
-2.97,-240.1,-0.209
-3.01,-241.7,-0.212
-3.06,-243.6,-0.216
-3.11,-245.5,-0.219
-3.17,-247.2,-0.223
-3.22,-248.8,-0.227
-3.27,-250.4,-0.23
-3.31,-251.9,-0.233
-3.36,-253.1,-0.237
-3.4,-254.1,-0.24
-3.44,-255,-0.243
-3.48,-255.8,-0.245
-3.51,-256.6,-0.247
-3.54,-257.3,-0.249
-3.58,-258.1,-0.252
-3.63,-259,-0.256
-3.68,-259.8,-0.259
-3.71,-260.4,-0.262
-3.75,-260.9,-0.264
-3.78,-261.4,-0.266
-3.81,-261.8,-0.268
-3.84,-262.3,-0.271
-3.87,-262.7,-0.273
-3.9,-263.1,-0.275
-3.93,-263.4,-0.277
-3.96,-263.9,-0.279
-3.99,-264.3,-0.281
-4.02,-264.9,-0.283
-4.05,-265.2,-0.285
-4.07,-265.4,-0.286
-4.08,-265.3,-0.287
-4.1,-265,-0.289
-4.13,-265.1,-0.291
-4.16,-265.5,-0.293
-4.19,-265.7,-0.295
-4.21,-265.6,-0.296
-4.22,-265.6,-0.297
-4.24,-265.6,-0.298
-4.25,-265.5,-0.299
-4.25,-264.9,-0.3
-4.26,-265,-0.3
-4.28,-265.5,-0.301
-4.3,-265.8,-0.303
-4.31,-265.7,-0.303
-4.32,-265.3,-0.304
-4.32,-264.9,-0.304
-4.31,-264.5,-0.304
-4.31,-264.2,-0.304
-4.33,-264,-0.305
-4.34,-263.8,-0.305
-4.34,-263.3,-0.306
-4.34,-262.7,-0.306
-4.34,-262.2,-0.306
-4.34,-261.7,-0.306
-4.34,-260.8,-0.306
-4.34,-259.8,-0.306
-4.34,-258.2,-0.306
-4.34,-256.1,-0.306
-4.34,-253.8,-0.306
