Test unit,S2
Reference,Mazzon (2010)
top_displacement,horizontal_force,drift
[mm],[kN],[%]
0.05,-67.4,0.004
0.04,-68.7,0.003
0.03,-69.4,0.002
0.03,-69.3,0.002
0.03,-69.4,0.002
0.03,-70.6,0.002
0.02,-72.4,0.001
0.01,-74.3,0.001
0,-76.2,0
0.01,-78.2,0.001
0,-80.2,0
-0.02,-82.3,-0.001
-0.03,-84,-0.002
-0.04,-85.4,-0.003
-0.05,-86.6,-0.003
-0.05,-88,-0.004
-0.06,-88.9,-0.004
-0.06,-89.9,-0.004
-0.07,-91.2,-0.005
-0.08,-93,-0.005
-0.08,-94.2,-0.006
-0.09,-95,-0.006
-0.09,-96,-0.006
-0.1,-97.4,-0.007
-0.11,-99.5,-0.007
-0.11,-101.5,-0.008
-0.1,-102.7,-0.007
-0.11,-103.4,-0.008
-0.12,-103.5,-0.008
-0.12,-104.2,-0.009
-0.14,-105.1,-0.01
-0.14,-105.9,-0.01
-0.14,-106.9,-0.01
-0.14,-107.5,-0.01
-0.15,-108,-0.01
-0.15,-109.3,-0.011
-0.16,-110.7,-0.011
-0.16,-111.9,-0.011
-0.17,-113.8,-0.012
-0.17,-115.2,-0.012
-0.18,-115.8,-0.013
-0.18,-115.9,-0.013
-0.18,-116.3,-0.012
-0.17,-117.4,-0.012
-0.18,-118.8,-0.013
-0.2,-120.3,-0.014
-0.21,-121.4,-0.015
-0.21,-122.3,-0.015
-0.22,-122.5,-0.015
-0.22,-122.5,-0.015
-0.22,-123.2,-0.016
-0.22,-124.2,-0.016
-0.23,-125.6,-0.016
-0.24,-126.5,-0.017
-0.24,-126.9,-0.017
-0.24,-127,-0.017
-0.24,-127.1,-0.017
-0.24,-127.4,-0.017
-0.24,-128,-0.017
-0.23,-128.4,-0.016
-0.24,-129,-0.017
-0.25,-129.4,-0.018
-0.26,-129.5,-0.018
-0.26,-129.2,-0.019
-0.27,-129,-0.019
-0.27,-128.8,-0.019
-0.26,-128.5,-0.019
-0.26,-128.4,-0.019
-0.27,-128.6,-0.019
-0.27,-130,-0.019
-0.28,-132,-0.02
-0.28,-133.1,-0.02
-0.29,-132.8,-0.02
-0.29,-131.7,-0.02
-0.29,-130.4,-0.02
-0.29,-129.3,-0.02
-0.27,-129,-0.019
-0.27,-129,-0.019
-0.28,-129.1,-0.02
-0.29,-129.1,-0.02
-0.29,-129.9,-0.021
-0.29,-131.4,-0.02
-0.29,-133.3,-0.021
-0.3,-135.3,-0.021
-0.3,-136.3,-0.021
-0.3,-135.9,-0.021
-0.3,-133.7,-0.021
-0.31,-131.1,-0.022
-0.31,-130,-0.022
-0.31,-129.5,-0.022
-0.31,-128.6,-0.022
-0.31,-127.2,-0.022
-0.31,-125.5,-0.022
-0.3,-123.4,-0.021
-0.3,-121.1,-0.021
-0.31,-119.4,-0.022
-0.32,-118.6,-0.022
-0.32,-118.6,-0.023
-0.32,-118.6,-0.023
-0.32,-117.7,-0.022
-0.32,-116.3,-0.022
-0.32,-115.1,-0.022
-0.32,-113.6,-0.023
-0.32,-111.3,-0.023
-0.32,-109.1,-0.023
-0.32,-106.4,-0.023
-0.33,-103.6,-0.023
-0.33,-100.4,-0.023
-0.33,-96.7,-0.024
-0.33,-93,-0.023
-0.32,-89.4,-0.023
-0.33,-85.8,-0.023
-0.34,-82.1,-0.024
-0.34,-78,-0.024
-0.34,-74.2,-0.024
-0.33,-71.2,-0.023
-0.33,-68.9,-0.023
-0.33,-66.8,-0.023
-0.32,-64.9,-0.023
-0.32,-63.6,-0.022
-0.32,-63.4,-0.022
-0.31,-64.5,-0.022
-0.31,-66.8,-0.022
-0.3,-68.7,-0.021
-0.31,-69.9,-0.022
-0.3,-70.1,-0.021
-0.29,-69.4,-0.02
-0.29,-67.3,-0.021
-0.31,-63.7,-0.022
-0.3,-59.2,-0.021
-0.29,-55.3,-0.02
-0.29,-52.9,-0.02
-0.28,-51.8,-0.02
-0.28,-51.6,-0.019
-0.28,-51.9,-0.019
-0.28,-52.4,-0.019
-0.28,-52.5,-0.019
-0.27,-51.1,-0.019
-0.26,-48.4,-0.018
-0.25,-45.7,-0.018
-0.24,-44,-0.017
-0.24,-43.7,-0.017
-0.23,-43.7,-0.016
-0.22,-42.7,-0.016
-0.22,-40.5,-0.015
-0.22,-38.3,-0.015
-0.21,-36.7,-0.015
-0.22,-36.1,-0.015
-0.21,-35.8,-0.015
-0.21,-34.8,-0.015
-0.2,-32.8,-0.014
-0.2,-31.1,-0.014
-0.19,-29.4,-0.013
-0.18,-27.6,-0.013
-0.17,-25.9,-0.012
-0.17,-25.2,-0.012
-0.17,-24.4,-0.012
-0.15,-23.1,-0.011
-0.15,-21.8,-0.011
-0.14,-21,-0.01
-0.13,-19.6,-0.009
-0.12,-17.8,-0.009
-0.13,-16.1,-0.009
-0.12,-14.5,-0.009
-0.12,-12.8,-0.008
-0.11,-11.7,-0.008
-0.11,-10.5,-0.007
-0.1,-9.1,-0.007
-0.09,-7.6,-0.006
-0.09,-6.4,-0.006
-0.08,-5,-0.006
-0.07,-3.6,-0.005
-0.07,-2.4,-0.005
-0.07,-1.5,-0.005
-0.06,-1.2,-0.004
-0.06,-0.9,-0.004
-0.05,-0.7,-0.003
-0.04,-0.3,-0.003
-0.05,-0,-0.003
-0.05,0.2,-0.004
-0.05,0.6,-0.004
-0.06,1.4,-0.004
-0.04,3.1,-0.003
-0.03,6.1,-0.002
-0.02,9.9,-0.001
-0,14,-0
0.01,18,0.001
0.03,21.9,0.002
0.04,24.7,0.003
0.05,26.4,0.004
0.06,27.4,0.004
0.06,27.9,0.004
0.07,29.2,0.005
0.09,31.1,0.006
0.1,33.4,0.007
0.1,35.5,0.007
0.11,37.5,0.007
0.11,40,0.008
0.12,42.6,0.009
0.13,45,0.009
0.14,47.4,0.01
0.15,49.9,0.011
0.16,52.4,0.012
0.17,54.7,0.012
0.19,57,0.013
0.2,59.2,0.014
0.21,61.1,0.015
0.21,63,0.015
0.22,65.1,0.016
0.24,67.4,0.017
0.26,69.6,0.018
0.26,71.8,0.019
0.26,73.9,0.019
0.27,75.8,0.019
0.28,77.7,0.02
0.28,79.9,0.02
0.29,82.3,0.021
0.3,84.6,0.021
0.31,87,0.022
0.32,88.9,0.022
0.33,90.6,0.023
0.33,92.1,0.023
0.34,93.6,0.024
0.34,95.6,0.024
0.35,97.1,0.025
0.36,98.7,0.025
0.39,100.3,0.027
0.4,102.1,0.028
0.39,103.5,0.028
0.39,104.8,0.028
0.4,106.7,0.028
0.4,108.7,0.028
0.41,109.8,0.029
0.42,111.2,0.03
0.43,112.7,0.03
0.43,114.2,0.031
0.44,115.5,0.031
0.45,117.3,0.031
0.45,119,0.032
0.46,119.8,0.032
0.46,120.2,0.033
0.47,121.3,0.033
0.48,121.4,0.034
0.5,121.4,0.035
0.5,121.8,0.035
0.5,122.9,0.035
0.5,124.3,0.035
0.51,125.8,0.036
0.52,127.4,0.036
0.53,129.1,0.037
0.53,129.8,0.037
0.54,129.5,0.038
0.54,129,0.038
0.54,128.4,0.038
0.54,128.1,0.038
0.55,129.4,0.039
0.56,131.5,0.039
0.57,132.9,0.04
0.58,133.8,0.041
0.59,134.4,0.041
0.6,134.4,0.042
0.6,134.9,0.042
0.6,135.7,0.042
0.6,136.4,0.042
0.6,136.2,0.043
0.61,135.7,0.043
0.61,135.6,0.043
0.61,136.5,0.043
0.62,137.3,0.044
0.63,137,0.044
0.63,137,0.044
0.63,137.1,0.045
0.63,136.7,0.045
0.64,136.1,0.045
0.64,135.9,0.045
0.64,135.9,0.045
0.65,136.2,0.046
0.66,137.3,0.047
0.66,138.2,0.046
0.66,138.9,0.046
0.66,139.9,0.046
0.66,140.5,0.046
0.66,140.2,0.047
0.67,139.3,0.047
0.67,138.1,0.047
0.67,136.9,0.047
0.67,135.7,0.047
0.67,134.8,0.047
0.67,134.4,0.047
0.67,134.3,0.047
0.67,134.3,0.047
0.67,134.3,0.047
0.68,134.8,0.048
0.69,135.4,0.048
0.69,136.3,0.048
0.68,137.3,0.048
0.68,137.5,0.048
0.68,136.4,0.048
0.68,133,0.048
0.69,129.4,0.048
0.69,126.2,0.049
0.69,123,0.049
0.69,120.7,0.049
0.69,118.3,0.049
0.7,115.7,0.049
0.7,113.4,0.049
0.7,111.4,0.049
0.7,108.8,0.049
0.7,105.8,0.049
0.71,102.6,0.05
0.72,99.4,0.051
0.71,96,0.05
0.7,93.3,0.049
0.69,91,0.049
0.69,88.8,0.049
0.69,86.6,0.048
0.68,84.5,0.048
0.69,82.6,0.048
0.69,80.4,0.048
0.68,78.6,0.048
0.68,76.8,0.048
0.68,75.1,0.048
0.68,73.4,0.048
0.68,71.7,0.048
0.67,69.7,0.047
0.67,67.6,0.047
0.68,65.7,0.048
0.68,63.6,0.048
0.67,61.1,0.047
0.66,58.2,0.047
0.65,55.6,0.046
0.65,53.4,0.046
0.64,51.4,0.045
0.64,49.7,0.045
0.64,48.6,0.045
0.63,47.1,0.045
0.63,45.2,0.045
0.63,43.3,0.044
0.62,41.5,0.044
0.62,39.9,0.044
0.61,38.5,0.043
0.61,37.2,0.043
0.61,35.5,0.043
0.62,33.7,0.043
0.61,31.9,0.043
0.59,29.7,0.042
0.58,27.5,0.041
0.57,25.8,0.04
0.56,24.3,0.04
0.55,22.7,0.039
0.55,21.2,0.039
0.54,19.6,0.038
0.54,17.6,0.038
0.53,15.7,0.037
0.52,13.9,0.037
0.51,12.2,0.036
0.5,10.9,0.036
0.5,9.8,0.035
0.49,8.8,0.035
0.49,7.2,0.035
0.49,5.5,0.035
0.48,3.9,0.034
0.47,2.4,0.033
0.46,1.3,0.032
0.45,0.6,0.032
0.45,0.1,0.032
0.45,-0.1,0.031
0.45,-0.3,0.031
0.45,-0.6,0.031
0.45,-1.1,0.031
0.44,-1.9,0.031
0.43,-4.5,0.03
0.42,-7.7,0.029
0.4,-13.5,0.028
0.36,-20.5,0.026
0.34,-26.6,0.024
0.32,-31.6,0.023
0.31,-34.9,0.022
0.3,-36.5,0.021
0.29,-37.4,0.02
0.28,-38.4,0.02
0.27,-40.1,0.019
0.26,-42.3,0.018
0.25,-44.6,0.017
0.24,-46.9,0.017
0.23,-49,0.016
0.22,-50.9,0.015
0.21,-52.8,0.015
0.2,-54.9,0.014
0.19,-57,0.013
0.17,-59,0.012
0.16,-61.3,0.011
0.16,-63.5,0.011
0.16,-65.7,0.011
0.15,-67.9,0.01
0.13,-70,0.009
0.11,-71.9,0.008
0.1,-73.8,0.007
0.09,-75.9,0.006
0.08,-78.2,0.006
0.07,-80.3,0.005
0.06,-82.3,0.004
0.04,-84.5,0.003
0.03,-86.8,0.002
0.02,-88.8,0.002
0.02,-90.6,0.001
0.01,-92.2,0.001
0,-93.7,0
-0.01,-95.4,-0
-0.01,-97.1,-0.001
-0.01,-99.2,-0
-0.02,-101.3,-0.001
-0.04,-103.5,-0.003
-0.05,-105.9,-0.004
-0.06,-108,-0.004
-0.07,-110,-0.005
-0.08,-111.9,-0.006
-0.09,-113.5,-0.006
-0.1,-115,-0.007
-0.11,-116.7,-0.008
-0.12,-118.2,-0.008
-0.12,-119.6,-0.009
-0.13,-121.1,-0.009
-0.14,-122.7,-0.01
-0.15,-124.4,-0.01
-0.16,-126.5,-0.011
-0.15,-128.3,-0.011
-0.15,-129.5,-0.011
-0.17,-130.5,-0.012
-0.19,-131.8,-0.013
-0.2,-133.1,-0.014
-0.2,-133.7,-0.014
-0.21,-134.9,-0.015
-0.21,-136.6,-0.015
-0.22,-138.2,-0.016
-0.23,-139.9,-0.016
-0.24,-141.2,-0.017
-0.24,-141.9,-0.017
-0.25,-142.2,-0.017
-0.25,-143,-0.018
-0.26,-144.2,-0.019
-0.27,-145.4,-0.019
-0.28,-146.4,-0.019
-0.27,-147,-0.019
-0.28,-147.9,-0.019
-0.29,-149.1,-0.02
-0.3,-150.2,-0.021
-0.31,-151.1,-0.022
-0.32,-151.8,-0.023
-0.33,-152.8,-0.023
-0.34,-153.3,-0.024
-0.35,-153.6,-0.024
-0.35,-153.3,-0.025
-0.35,-153,-0.025
-0.35,-153,-0.025
-0.35,-154.4,-0.025
-0.36,-156,-0.026
-0.37,-156.9,-0.026
-0.38,-157.4,-0.027
-0.38,-157.4,-0.027
-0.37,-157.8,-0.026
-0.38,-158.6,-0.027
-0.4,-159.8,-0.028
-0.41,-160.9,-0.029
-0.42,-161.2,-0.029
-0.42,-161.3,-0.03
-0.42,-161.2,-0.03
-0.43,-161.1,-0.03
-0.43,-161.3,-0.03
-0.43,-162.1,-0.03
-0.44,-162.9,-0.031
-0.44,-163.2,-0.031
-0.44,-163.1,-0.031
-0.45,-163.1,-0.031
-0.45,-162.8,-0.032
-0.45,-162.9,-0.032
-0.45,-163.5,-0.032
-0.44,-163.6,-0.031
-0.45,-164,-0.032
-0.47,-163.6,-0.033
-0.48,-162.9,-0.034
-0.48,-161.3,-0.034
-0.48,-159.9,-0.034
-0.48,-159.2,-0.034
-0.48,-158.7,-0.034
-0.48,-158.7,-0.034
-0.48,-159.1,-0.034
-0.48,-159.6,-0.034
-0.48,-160.3,-0.034
-0.48,-161.4,-0.034
-0.49,-162.1,-0.034
-0.49,-162.1,-0.034
-0.49,-161.6,-0.034
-0.48,-160.9,-0.034
-0.47,-160.6,-0.033
-0.48,-160.6,-0.034
-0.49,-160.6,-0.034
-0.49,-160.7,-0.035
-0.5,-160.5,-0.035
-0.5,-160.1,-0.035
-0.5,-159,-0.035
-0.5,-157.7,-0.035
-0.5,-156.7,-0.035
-0.5,-156,-0.035
-0.5,-155,-0.035
-0.5,-154,-0.035
-0.5,-152.8,-0.035
-0.5,-150.8,-0.035
-0.5,-148.8,-0.035
-0.5,-146.4,-0.035
-0.49,-143.9,-0.035
-0.5,-141.1,-0.035
-0.5,-138.3,-0.035
-0.51,-135.3,-0.036
-0.51,-131.6,-0.036
-0.52,-127.6,-0.037
-0.51,-123.5,-0.036
-0.52,-119.1,-0.036
-0.52,-113.9,-0.036
-0.52,-108.4,-0.036
-0.51,-102.7,-0.036
-0.5,-97.6,-0.035
-0.49,-94.2,-0.034
-0.48,-92.5,-0.034
-0.48,-91.8,-0.033
-0.47,-91.2,-0.033
-0.46,-90.1,-0.033
-0.45,-88.7,-0.031
-0.45,-87.8,-0.032
-0.45,-87.3,-0.032
-0.46,-86.2,-0.032
-0.46,-84.8,-0.032
-0.45,-83.1,-0.032
-0.44,-81.8,-0.031
-0.44,-80.9,-0.031
-0.44,-79.9,-0.031
-0.43,-78.4,-0.03
-0.42,-76.3,-0.03
-0.41,-74.4,-0.029
-0.41,-72.7,-0.029
-0.4,-71.1,-0.028
-0.4,-69.7,-0.028
-0.39,-68.5,-0.028
-0.38,-67.6,-0.027
-0.37,-66.5,-0.026
-0.37,-65.1,-0.026
-0.37,-63.3,-0.026
-0.36,-61.1,-0.025
-0.36,-59.2,-0.025
-0.35,-57.4,-0.025
-0.34,-55.8,-0.024
-0.34,-54.4,-0.024
-0.33,-52.9,-0.023
-0.32,-51.3,-0.023
-0.32,-49.6,-0.022
-0.31,-47.6,-0.022
-0.3,-45.4,-0.021
-0.29,-43.3,-0.021
-0.28,-41.6,-0.02
-0.28,-39.8,-0.019
-0.25,-37.8,-0.018
-0.25,-35.9,-0.018
-0.25,-34.2,-0.018
-0.25,-32.7,-0.018
-0.25,-31.1,-0.017
-0.24,-29.2,-0.017
-0.23,-27,-0.016
-0.22,-25.1,-0.016
-0.21,-23.1,-0.015
-0.2,-21,-0.014
-0.19,-19.2,-0.013
-0.18,-17.4,-0.013
-0.17,-15.8,-0.012
-0.16,-14.3,-0.012
-0.16,-12.6,-0.011
-0.15,-10.4,-0.01
-0.13,-7.8,-0.009
-0.11,-5.8,-0.008
-0.11,-3.9,-0.008
-0.11,-2.3,-0.007
-0.11,-1.4,-0.007
-0.1,-1.1,-0.007
-0.1,-0.8,-0.007
-0.1,-0.5,-0.007
-0.1,-0.1,-0.007
-0.09,0.2,-0.007
-0.09,0.9,-0.006
-0.08,2.6,-0.006
-0.06,6.4,-0.004
-0.04,11.5,-0.003
-0.02,16.2,-0.001
0.01,20.9,0
0.03,25.6,0.002
0.06,29.1,0.004
0.08,31.7,0.005
0.08,33.9,0.006
0.08,35.8,0.006
0.09,37.6,0.006
0.1,39,0.007
0.11,40.5,0.007
0.11,42,0.008
0.12,43.4,0.009
0.13,45.2,0.009
0.14,47.5,0.01
0.16,50.6,0.011
0.17,53.4,0.012
0.18,55.4,0.013
0.19,57.2,0.014
0.2,59,0.014
0.21,60.6,0.015
0.23,62.1,0.016
0.24,63.8,0.017
0.24,65.4,0.017
0.25,67.2,0.017
0.26,69.4,0.018
0.26,71.3,0.019
0.27,73.5,0.019
0.28,75.6,0.02
0.3,77.5,0.021
0.3,79.1,0.021
0.31,80.9,0.022
0.32,82.9,0.023
0.33,85.1,0.023
0.34,87.2,0.024
0.35,88.7,0.025
0.36,90.2,0.025
0.37,91.9,0.026
0.39,93,0.028
0.4,93.7,0.028
0.39,94.5,0.027
0.39,95.8,0.027
0.39,97.6,0.028
0.4,99.8,0.028
0.41,102.1,0.029
0.42,103.8,0.03
0.43,105.2,0.03
0.44,106.6,0.031
0.44,107.9,0.031
0.45,109.3,0.032
0.46,110.9,0.032
0.46,112.4,0.033
0.47,113.7,0.033
0.48,115.2,0.034
0.5,116.8,0.035
0.51,117.7,0.036
0.5,118.4,0.036
0.5,119.3,0.035
0.5,120.2,0.036
0.51,121.3,0.036
0.52,121.9,0.037
0.53,122.7,0.037
0.53,123.5,0.037
0.54,124.3,0.038
0.54,125.1,0.038
0.54,126.4,0.038
0.55,127.4,0.039
0.55,128.2,0.039
0.56,128.9,0.039
0.56,129.7,0.04
0.57,130.7,0.04
0.59,132.2,0.042
0.6,133.3,0.042
0.59,133.5,0.042
0.59,133.7,0.042
0.59,134.3,0.042
0.6,135.5,0.042
0.61,136.6,0.043
0.61,137,0.043
0.62,137,0.043
0.62,137,0.044
0.62,137.7,0.044
0.63,138.9,0.044
0.64,139.4,0.045
0.64,139.4,0.045
0.64,139.1,0.045
0.64,139.2,0.045
0.65,139.5,0.046
0.67,139.8,0.047
0.66,140.1,0.047
0.66,140.7,0.046
0.66,141.3,0.046
0.66,141.7,0.046
0.66,141.6,0.046
0.66,141.9,0.047
0.67,142.4,0.047
0.67,142.6,0.047
0.67,142.3,0.047
0.68,141.9,0.048
0.68,141.7,0.048
0.68,141.7,0.048
0.68,142.4,0.048
0.68,142.8,0.048
0.69,142.9,0.048
0.7,142.5,0.049
0.7,142.1,0.05
0.7,140.8,0.049
0.69,138.9,0.049
0.69,137.2,0.049
0.69,136.2,0.048
0.69,135.6,0.049
0.69,134.7,0.049
0.69,133.8,0.049
0.69,132.7,0.049
0.7,131.4,0.049
0.7,130,0.049
0.7,128.5,0.049
0.7,127.4,0.049
0.7,126.4,0.049
0.7,125,0.049
0.7,123.4,0.049
0.72,121.7,0.051
0.72,119,0.051
0.71,115.7,0.05
0.71,112.8,0.05
0.71,109.6,0.05
0.71,106,0.05
0.71,102.4,0.05
0.71,98.5,0.05
0.71,95.2,0.05
0.71,92.7,0.05
0.7,90.6,0.05
0.7,88.6,0.049
0.7,86.9,0.049
0.7,85,0.049
0.7,83.4,0.049
0.69,82,0.049
0.7,80.6,0.049
0.71,78.7,0.05
0.7,76.8,0.049
0.69,74.7,0.049
0.69,72.3,0.048
0.68,70,0.048
0.67,67.6,0.047
0.67,65.6,0.047
0.67,63.9,0.047
0.67,62.2,0.047
0.67,60.3,0.047
0.66,58.3,0.047
0.66,55.8,0.046
0.65,53.1,0.046
0.64,50.9,0.045
0.64,49.4,0.045
0.63,48.4,0.045
0.64,47.3,0.045
0.64,45.7,0.045
0.63,44.1,0.044
0.62,42.7,0.044
0.61,40.9,0.043
0.6,38.7,0.042
0.59,36.3,0.042
0.58,34.1,0.041
0.57,32,0.04
0.57,30.4,0.04
0.56,29.5,0.04
0.56,28.6,0.04
0.56,27.2,0.039
0.55,25.4,0.039
0.54,23.3,0.038
0.53,21.2,0.037
0.52,19.2,0.037
0.53,17.4,0.037
0.52,16.1,0.036
0.51,14.8,0.036
0.49,13.3,0.035
0.48,11.9,0.034
0.47,10.6,0.033
0.46,9.6,0.032
0.45,8.7,0.032
0.45,7.3,0.032
0.44,5.5,0.031
0.44,4,0.031
0.43,2.6,0.03
0.42,1.5,0.03
0.42,0.8,0.03
0.42,0.3,0.03
0.42,-0.1,0.029
0.42,-0.3,0.029
0.43,-0.6,0.03
0.42,-1.1,0.03
0.41,-1.9,0.029
0.4,-4.2,0.028
0.38,-7.6,0.027
0.36,-13.4,0.025
0.32,-20.5,0.023
0.29,-26.7,0.02
0.26,-32.1,0.019
0.25,-35.2,0.017
0.24,-36,0.017
0.24,-36.1,0.017
0.24,-37,0.017
0.23,-38.9,0.016
0.21,-40.9,0.015
0.2,-43,0.014
0.2,-45.1,0.014
0.2,-47.6,0.014
0.18,-49.9,0.013
0.16,-51.7,0.012
0.15,-53.5,0.011
0.14,-55.5,0.01
0.13,-57.8,0.009
0.11,-60.2,0.008
0.1,-62.4,0.007
0.09,-64.2,0.007
0.08,-65.8,0.006
0.07,-67.6,0.005
0.06,-69.1,0.005
0.06,-70.7,0.004
0.05,-72.9,0.003
0.04,-75.1,0.003
0.03,-77.1,0.002
0.04,-79.1,0.003
0.03,-80.9,0.002
0.02,-82.6,0.001
0,-84.2,0
-0.01,-85.5,-0.001
-0.02,-86.8,-0.001
-0.02,-88.8,-0.002
-0.03,-91,-0.002
-0.04,-93.1,-0.003
-0.06,-95.6,-0.004
-0.07,-97.8,-0.005
-0.08,-99.9,-0.005
-0.09,-101.5,-0.006
-0.09,-102.8,-0.006
-0.1,-104.6,-0.007
-0.11,-106.3,-0.008
-0.11,-108,-0.008
-0.11,-109.7,-0.007
-0.12,-111.6,-0.008
-0.14,-113.5,-0.01
-0.15,-115,-0.01
-0.16,-116.1,-0.011
-0.16,-117.1,-0.012
-0.17,-118.2,-0.012
-0.18,-119.5,-0.012
-0.18,-121.1,-0.013
-0.19,-123.1,-0.013
-0.2,-125.2,-0.014
-0.21,-126.8,-0.015
-0.22,-127.9,-0.015
-0.22,-128.8,-0.016
-0.23,-129.8,-0.016
-0.24,-131.3,-0.017
-0.24,-132.8,-0.017
-0.24,-134.2,-0.017
-0.25,-135.5,-0.018
-0.27,-136.8,-0.019
-0.28,-137.9,-0.02
-0.29,-138.6,-0.02
-0.29,-139.4,-0.021
-0.3,-140.1,-0.021
-0.31,-141.2,-0.022
-0.31,-142.3,-0.022
-0.32,-143.5,-0.023
-0.33,-144.9,-0.023
-0.34,-146.2,-0.024
-0.35,-147.5,-0.024
-0.35,-148,-0.025
-0.35,-147.9,-0.025
-0.35,-148,-0.025
-0.35,-149,-0.024
-0.36,-150.1,-0.025
-0.38,-151.6,-0.026
-0.39,-152.6,-0.027
-0.4,-153.4,-0.028
-0.4,-153.9,-0.028
-0.4,-154.3,-0.028
-0.41,-155,-0.029
-0.41,-155.8,-0.029
-0.42,-156.2,-0.029
-0.42,-156.6,-0.029
-0.42,-157.7,-0.03
-0.43,-158.8,-0.03
-0.43,-159.3,-0.03
-0.44,-159.1,-0.031
-0.44,-158.7,-0.031
-0.43,-158.4,-0.031
-0.42,-158.3,-0.03
-0.43,-158.8,-0.03
-0.44,-160,-0.031
-0.45,-161.1,-0.032
-0.46,-161.6,-0.032
-0.46,-161.9,-0.033
-0.46,-161.9,-0.033
-0.47,-162.1,-0.033
-0.47,-162.6,-0.033
-0.47,-162.6,-0.033
-0.47,-162.6,-0.033
-0.47,-162.7,-0.033
-0.48,-163.1,-0.034
-0.48,-163,-0.034
-0.49,-162.1,-0.034
-0.49,-160.2,-0.035
-0.48,-158.4,-0.034
-0.48,-156.7,-0.034
-0.49,-155,-0.034
-0.49,-153.7,-0.035
-0.5,-152.7,-0.035
-0.5,-151.6,-0.035
-0.5,-150.3,-0.035
-0.5,-149.6,-0.035
-0.5,-149.5,-0.035
-0.5,-149.2,-0.035
-0.5,-148.5,-0.035
-0.5,-147.7,-0.035
-0.5,-147.1,-0.035
-0.5,-146.7,-0.035
-0.51,-146,-0.036
-0.51,-145.1,-0.036
-0.51,-144.4,-0.036
-0.49,-143.1,-0.035
-0.49,-141.6,-0.035
-0.5,-140.3,-0.035
-0.51,-138.8,-0.036
-0.51,-137.2,-0.036
-0.52,-135.2,-0.036
-0.52,-132.1,-0.036
-0.52,-128.7,-0.036
-0.51,-125.1,-0.036
-0.51,-121.3,-0.036
-0.51,-117.8,-0.036
-0.51,-113.8,-0.036
-0.51,-109.2,-0.036
-0.51,-104.6,-0.036
-0.49,-100.4,-0.035
-0.48,-97.4,-0.034
-0.47,-95.7,-0.033
-0.45,-94.7,-0.032
-0.46,-94.6,-0.032
-0.46,-94.7,-0.033
-0.47,-94.5,-0.033
-0.47,-93.6,-0.033
-0.46,-92,-0.032
-0.45,-90.4,-0.032
-0.45,-89.4,-0.032
-0.45,-88.2,-0.031
-0.44,-86.8,-0.031
-0.43,-85.2,-0.031
-0.43,-83.7,-0.03
-0.42,-82.1,-0.03
-0.42,-80.4,-0.029
-0.41,-78.4,-0.029
-0.41,-77.2,-0.029
-0.4,-76.2,-0.028
-0.38,-75.3,-0.027
-0.39,-74.3,-0.027
-0.39,-72.9,-0.027
-0.39,-71.5,-0.027
-0.38,-69.9,-0.027
-0.38,-68.3,-0.026
-0.37,-66.5,-0.026
-0.36,-64.2,-0.025
-0.35,-62.5,-0.025
-0.34,-61.3,-0.024
-0.34,-60,-0.024
-0.33,-58.3,-0.023
-0.33,-56.6,-0.023
-0.32,-54.4,-0.022
-0.31,-52.2,-0.022
-0.3,-50.1,-0.021
-0.28,-48.6,-0.02
-0.27,-47.6,-0.019
-0.27,-46.2,-0.019
-0.27,-44.7,-0.019
-0.27,-42.8,-0.019
-0.26,-40.5,-0.018
-0.25,-38.4,-0.018
-0.24,-36.6,-0.017
-0.23,-34.9,-0.016
-0.23,-33,-0.016
-0.22,-31.4,-0.015
-0.22,-30,-0.015
-0.21,-28.1,-0.015
-0.2,-25.6,-0.014
-0.19,-23,-0.013
-0.18,-20.9,-0.012
-0.16,-19.2,-0.012
-0.14,-17.5,-0.01
-0.14,-15.8,-0.01
-0.14,-14,-0.01
-0.14,-12.1,-0.01
-0.12,-9.9,-0.009
-0.12,-7.9,-0.008
-0.1,-6.2,-0.007
-0.1,-4.9,-0.007
-0.09,-3.5,-0.006
-0.08,-2.1,-0.006
-0.08,-1.3,-0.005
-0.08,-1,-0.005
-0.08,-0.7,-0.005
-0.07,-0.3,-0.005
-0.07,-0,-0.005
-0.06,0.4,-0.005
-0.05,1.2,-0.004
-0.03,3.5,-0.002
-0.02,8,-0.001
-0,13.5,-0
0.02,18.6,0.001
0.05,24.1,0.003
0.07,28.7,0.005
0.09,31.4,0.006
0.1,32.9,0.007
0.1,34,0.007
0.11,35.3,0.008
0.12,37.2,0.009
0.13,39.2,0.009
0.14,41,0.01
0.15,43.1,0.011
0.16,44.9,0.011
0.17,46.5,0.012
0.19,48.3,0.013
0.2,50.8,0.014
0.21,53.4,0.015
0.21,55.4,0.015
0.21,56.9,0.015
0.22,58.5,0.016
0.23,60,0.016
0.24,61.9,0.017
0.25,63.8,0.018
0.27,66.1,0.019
0.28,68.4,0.02
0.29,70.4,0.02
0.3,72,0.021
0.3,73.6,0.021
0.31,75.2,0.022
0.32,77,0.023
0.33,79.1,0.024
0.36,81.4,0.025
0.37,83.3,0.026
0.37,84.4,0.026
0.37,85.4,0.026
0.37,86.9,0.026
0.38,88.5,0.027
0.39,90.3,0.027
0.4,92.4,0.028
0.41,94.7,0.029
0.42,96.5,0.029
0.42,97.9,0.03
0.43,99.3,0.03
0.44,100.6,0.031
