Test unit;IG2;
-0.0677145000000000;-44.2156;-5.41716
-0.0677020000000000;-44.2156;-5.41616
-0.0676895000000000;-44.2156;-5.41516
-0.0676770000000000;-44.2156;-5.41416
-0.0676645000000000;-44.2156;-5.41316
-0.0676520000000000;-44.2156;-5.41216
-0.0676395000000000;-44.2156;-5.41116
-0.0676270000000000;-44.2156;-5.41016
-0.0676145000000000;-44.2156;-5.40916
-0.0676020000000000;-44.2156;-5.40816
-0.0675895000000000;-44.2156;-5.40716
-0.0675770000000000;-44.2156;-5.40616
-0.0675645000000000;-44.2156;-5.40516
-0.0675520000000000;-44.2156;-5.40416
-0.0675395000000000;-44.2109;-5.40316
-0.0675270000000000;-44.1955;-5.40216
-0.0675145000000000;-44.1802;-5.40116
-0.0675020000000000;-44.1648;-5.40016
-0.0674895000000000;-44.1495;-5.39916
-0.0674770000000000;-44.1341;-5.39816
-0.0674645000000000;-44.1188;-5.39716
-0.0674520000000000;-44.1034;-5.39616
-0.0674395000000000;-44.0881;-5.39516
-0.0674270000000000;-44.0727;-5.39416
-0.0674145000000000;-44.0574;-5.39316
-0.0674020000000000;-44.042;-5.39216
-0.0673895000000000;-44.0267;-5.39116
-0.0673770000000000;-44.0113;-5.39016
-0.0673645000000000;-43.996;-5.38916
-0.0673520000000000;-43.9806;-5.38816
-0.0673395000000000;-43.9653;-5.38716
-0.0673270000000000;-43.9499;-5.38616
-0.0673145000000000;-43.9346;-5.38516
-0.0673020000000000;-43.9192;-5.38416
-0.0672895000000000;-43.9038;-5.38316
-0.0672770000000000;-43.8885;-5.38216
-0.0672645000000000;-43.8731;-5.38116
-0.0672520000000000;-43.8578;-5.38016
-0.0672395000000000;-43.8424;-5.37916
-0.0672270000000000;-43.8271;-5.37816
-0.0672145000000000;-43.8117;-5.37716
-0.0672020000000000;-43.7964;-5.37616
-0.0671895000000000;-43.781;-5.37516
-0.0671770000000000;-43.7657;-5.37416
-0.0671645000000000;-43.7503;-5.37316
-0.0671520000000000;-43.735;-5.37216
-0.0671395000000000;-43.7196;-5.37116
-0.0671270000000000;-43.7044;-5.37016
-0.0671145000000000;-43.7044;-5.36916
-0.0671020000000000;-43.7044;-5.36816
-0.0670895000000000;-43.7044;-5.36716
-0.0670770000000000;-43.7044;-5.36616
-0.0670645000000000;-43.7044;-5.36516
-0.0670520000000000;-43.7044;-5.36416
-0.0670395000000000;-43.7044;-5.36316
-0.0670270000000000;-43.7044;-5.36216
-0.0670145000000000;-43.7044;-5.36116
-0.0670020000000000;-43.7044;-5.36016
-0.0669895000000000;-43.7044;-5.35916
-0.0669770000000000;-43.7044;-5.35816
-0.0669645000000000;-43.7044;-5.35716
-0.0669520000000000;-43.7044;-5.35616
-0.0669395000000000;-43.7044;-5.35516
-0.0669270000000000;-43.7044;-5.35416
-0.0669145000000000;-43.7044;-5.35316
-0.0669020000000000;-43.7044;-5.35216
-0.0668895000000000;-43.7044;-5.35116
-0.0668770000000000;-43.7044;-5.35016
-0.0668645000000000;-43.7044;-5.34916
-0.0668520000000000;-43.7044;-5.34816
-0.0668395000000000;-43.7044;-5.34716
-0.0668270000000000;-43.7044;-5.34616
-0.0668145000000000;-43.7044;-5.34516
-0.0668020000000000;-43.7044;-5.34416
-0.0667895000000000;-43.7044;-5.34316
-0.0667770000000000;-43.7044;-5.34216
-0.0667645000000000;-43.7044;-5.34116
-0.0667520000000000;-43.7044;-5.34016
-0.0667395000000000;-43.7044;-5.33916
-0.0667270000000000;-43.7044;-5.33816
-0.0667145000000000;-43.7044;-5.33716
-0.0667020000000000;-43.6919;-5.33616
-0.0666895000000000;-43.6766;-5.33516
-0.0666770000000000;-43.6612;-5.33416
-0.0666645000000000;-43.6459;-5.33316
-0.0666520000000000;-43.6305;-5.33216
-0.0666395000000000;-43.6152;-5.33116
-0.0666270000000000;-43.5998;-5.33016
-0.0666145000000000;-43.5845;-5.32916
-0.0666020000000000;-43.5691;-5.32816
-0.0665895000000000;-43.5538;-5.32716
-0.0665770000000000;-43.5384;-5.32616
-0.0665645000000000;-43.5231;-5.32516
-0.0665520000000000;-43.5077;-5.32416
-0.0665395000000000;-43.4924;-5.32316
-0.0665270000000000;-43.477;-5.32216
-0.0665145000000000;-43.4617;-5.32116
-0.0665020000000000;-43.4463;-5.32016
-0.0664895000000000;-43.431;-5.31916
-0.0664770000000000;-43.4156;-5.31816
-0.0664645000000000;-43.4003;-5.31716
-0.0664520000000000;-43.3849;-5.31616
-0.0664395000000000;-43.3696;-5.31516
-0.0664270000000000;-43.3542;-5.31416
-0.0664145000000000;-43.3389;-5.31316
-0.0664020000000000;-43.3235;-5.31216
-0.0663895000000000;-43.3082;-5.31116
-0.0663770000000000;-43.2928;-5.31016
-0.0663645000000000;-43.2775;-5.30916
-0.0663520000000000;-43.2621;-5.30816
-0.0663395000000000;-43.2468;-5.30716
-0.0663270000000000;-43.2314;-5.30616
-0.0663145000000000;-43.2161;-5.30516
-0.0663020000000000;-43.2007;-5.30416
-0.0662895000000000;-43.1933;-5.30316
-0.0662770000000000;-43.1933;-5.30216
-0.0662645000000000;-43.1933;-5.30116
-0.0662520000000000;-43.1933;-5.30016
-0.0662395000000000;-43.1933;-5.29916
-0.0662270000000000;-43.1933;-5.29816
-0.0662145000000000;-43.1933;-5.29716
-0.0662020000000000;-43.1933;-5.29616
-0.0661895000000000;-43.1933;-5.29516
-0.0661770000000000;-43.1933;-5.29416
-0.0661645000000000;-43.1933;-5.29316
-0.0661520000000000;-43.1933;-5.29216
-0.0661395000000000;-43.1933;-5.29116
-0.0661270000000000;-43.1933;-5.29016
-0.0661145000000000;-43.1933;-5.28916
-0.0661020000000000;-43.1933;-5.28816
-0.0660895000000000;-43.1933;-5.28716
-0.0660770000000000;-43.1933;-5.28616
-0.0660645000000000;-43.1933;-5.28516
-0.0660520000000000;-43.1933;-5.28416
-0.0660395000000000;-43.1933;-5.28316
-0.0660270000000000;-43.1933;-5.28216
-0.0660145000000000;-43.1933;-5.28116
-0.0660020000000000;-43.1933;-5.28016
-0.0659895000000000;-43.1933;-5.27916
-0.0659770000000000;-43.1933;-5.27816
-0.0659645000000000;-43.1933;-5.27716
-0.0659520000000000;-43.1933;-5.27616
-0.0659395000000000;-43.1933;-5.27516
-0.0659270000000000;-43.1933;-5.27416
-0.0659145000000000;-43.1933;-5.27316
-0.0659020000000000;-43.1933;-5.27216
-0.0658895000000000;-43.1933;-5.27116
-0.0658770000000000;-43.1933;-5.27016
-0.0658645000000000;-43.1933;-5.26916
-0.0658520000000000;-43.1933;-5.26816
-0.0658395000000000;-43.1933;-5.26716
-0.0658270000000000;-43.1933;-5.26616
-0.0658145000000000;-43.1933;-5.26516
-0.0658020000000000;-43.1933;-5.26416
-0.0657895000000000;-43.1933;-5.26316
-0.0657770000000000;-43.1933;-5.26216
-0.0657645000000000;-43.1933;-5.26116
-0.0657520000000000;-43.1933;-5.26016
-0.0657395000000000;-43.1933;-5.25916
-0.0657270000000000;-43.1933;-5.25816
-0.0657145000000000;-43.1933;-5.25716
-0.0657020000000000;-43.1933;-5.25616
-0.0656895000000000;-43.1933;-5.25516
-0.0656770000000000;-43.1933;-5.25416
-0.0656645000000000;-43.1933;-5.25316
-0.0656520000000000;-43.1933;-5.25216
-0.0656395000000000;-43.1933;-5.25116
-0.0656270000000000;-43.1933;-5.25016
-0.0656145000000000;-43.1933;-5.24916
-0.0656020000000000;-43.1933;-5.24816
-0.0655895000000000;-43.1933;-5.24716
-0.0655770000000000;-43.1933;-5.24616
-0.0655645000000000;-43.1933;-5.24516
-0.0655520000000000;-43.1933;-5.24416
-0.0655395000000000;-43.1933;-5.24316
-0.0655270000000000;-43.1933;-5.24216
-0.0655145000000000;-43.1933;-5.24116
-0.0655020000000000;-43.1933;-5.24016
-0.0654895000000000;-43.1933;-5.23916
-0.0654770000000000;-43.1933;-5.23816
-0.0654645000000000;-43.1933;-5.23716
-0.0654520000000000;-43.1933;-5.23616
-0.0654395000000000;-43.1933;-5.23516
-0.0654270000000000;-43.1933;-5.23416
-0.0654145000000000;-43.1933;-5.23316
-0.0654020000000000;-43.1933;-5.23216
-0.0653895000000000;-43.1933;-5.23116
-0.0653770000000000;-43.1933;-5.23016
-0.0653645000000000;-43.1933;-5.22916
-0.0653520000000000;-43.1933;-5.22816
-0.0653395000000000;-43.1933;-5.22716
-0.0653270000000000;-43.1933;-5.22616
-0.0653145000000000;-43.1933;-5.22516
-0.0653020000000000;-43.1933;-5.22416
-0.0652895000000000;-43.1933;-5.22316
-0.0652770000000000;-43.1933;-5.22216
-0.0652645000000000;-43.1933;-5.22116
-0.0652520000000000;-43.1933;-5.22016
-0.0652395000000000;-43.1933;-5.21916
-0.0652270000000000;-43.1933;-5.21816
-0.0652145000000000;-43.1933;-5.21716
-0.0652020000000000;-43.1933;-5.21616
-0.0651895000000000;-43.1933;-5.21516
-0.0651770000000000;-43.1933;-5.21416
-0.0651645000000000;-43.1933;-5.21316
-0.0651520000000000;-43.1933;-5.21216
-0.0651395000000000;-43.1933;-5.21116
-0.0651270000000000;-43.1933;-5.21016
-0.0651145000000000;-43.1933;-5.20916
-0.0651020000000000;-43.1933;-5.20816
-0.0650895000000000;-43.1933;-5.20716
-0.0650770000000000;-43.1933;-5.20616
-0.0650645000000000;-43.1933;-5.20516
-0.0650520000000000;-43.1933;-5.20416
-0.0650395000000000;-43.1933;-5.20316
-0.0650270000000000;-43.1933;-5.20216
-0.0650145000000000;-43.1933;-5.20116
-0.0650020000000000;-43.1933;-5.20016
-0.0649895000000000;-43.1933;-5.19916
-0.0649770000000000;-43.1933;-5.19816
-0.0649645000000000;-43.1933;-5.19716
-0.0649520000000000;-43.1933;-5.19616
-0.0649395000000000;-43.1933;-5.19516
-0.0649270000000000;-43.1933;-5.19416
-0.0649145000000000;-43.1933;-5.19316
-0.0649020000000000;-43.1933;-5.19216
-0.0648895000000000;-43.1933;-5.19116
-0.0648770000000000;-43.1933;-5.19016
-0.0648645000000000;-43.1933;-5.18916
-0.0648520000000000;-43.1933;-5.18816
-0.0648395000000000;-43.1933;-5.18716
-0.0648270000000000;-43.1933;-5.18616
-0.0648145000000000;-43.1933;-5.18516
-0.0648020000000000;-43.1933;-5.18416
-0.0647895000000000;-43.1933;-5.18316
-0.0647770000000000;-43.1933;-5.18216
-0.0647645000000000;-43.1933;-5.18116
-0.0647520000000000;-43.1933;-5.18016
-0.0647395000000000;-43.1933;-5.17916
-0.0647270000000000;-43.1933;-5.17816
-0.0647145000000000;-43.1933;-5.17716
-0.0647020000000000;-43.1933;-5.17616
-0.0646895000000000;-43.1933;-5.17516
-0.0646770000000000;-43.1933;-5.17416
-0.0646645000000000;-43.1933;-5.17316
-0.0646520000000000;-43.1933;-5.17216
-0.0646395000000000;-43.1933;-5.17116
-0.0646270000000000;-43.1933;-5.17016
-0.0646145000000000;-43.1933;-5.16916
-0.0646020000000000;-43.1933;-5.16816
-0.0645895000000000;-43.1933;-5.16716
-0.0645770000000000;-43.1933;-5.16616
-0.0645645000000000;-43.1933;-5.16516
-0.0645520000000000;-43.1933;-5.16416
-0.0645395000000000;-43.1933;-5.16316
-0.0645270000000000;-43.1933;-5.16216
-0.0645145000000000;-43.1933;-5.16116
-0.0645020000000000;-43.1933;-5.16016
-0.0644895000000000;-43.1933;-5.15916
-0.0644770000000000;-43.1933;-5.15816
-0.0644645000000000;-43.1933;-5.15716
-0.0644520000000000;-43.1933;-5.15616
-0.0644395000000000;-43.1933;-5.15516
-0.0644270000000000;-43.1933;-5.15416
-0.0644145000000000;-43.1933;-5.15316
-0.0644020000000000;-43.1933;-5.15216
-0.0643895000000000;-43.1933;-5.15116
-0.0643770000000000;-43.1933;-5.15016
-0.0643645000000000;-43.1933;-5.14916
-0.0643520000000000;-43.1933;-5.14816
-0.0643395000000000;-43.1933;-5.14716
-0.0643270000000000;-43.1933;-5.14616
-0.0643145000000000;-43.1933;-5.14516
-0.0643020000000000;-43.1933;-5.14416
-0.0642895000000000;-43.1933;-5.14316
-0.0642770000000000;-43.1933;-5.14216
-0.0642645000000000;-43.1933;-5.14116
-0.0642520000000000;-43.1933;-5.14016
-0.0642395000000000;-43.1933;-5.13916
-0.0642270000000000;-43.1933;-5.13816
-0.0642145000000000;-43.1933;-5.13716
-0.0642020000000000;-43.1933;-5.13616
-0.0641895000000000;-43.1933;-5.13516
-0.0641770000000000;-43.1933;-5.13416
-0.0641645000000000;-43.1933;-5.13316
-0.0641520000000000;-43.1933;-5.13216
-0.0641395000000000;-43.1933;-5.13116
-0.0641270000000000;-43.1933;-5.13016
-0.0641145000000000;-43.1933;-5.12916
-0.0641020000000000;-43.1933;-5.12816
-0.0640895000000000;-43.1933;-5.12716
-0.0640770000000000;-43.1933;-5.12616
-0.0640645000000000;-43.1933;-5.12516
-0.0640520000000000;-43.1933;-5.12416
-0.0640395000000000;-43.1933;-5.12316
-0.0640270000000000;-43.1933;-5.12216
-0.0640145000000000;-43.1933;-5.12116
-0.0640020000000000;-43.1933;-5.12016
-0.0639895000000000;-43.1933;-5.11916
-0.0639770000000000;-43.1933;-5.11816
-0.0639645000000000;-43.1933;-5.11716
-0.0639520000000000;-43.1933;-5.11616
-0.0639395000000000;-43.1933;-5.11516
-0.0639270000000000;-43.1933;-5.11416
-0.0639145000000000;-43.1933;-5.11316
-0.0639020000000000;-43.1933;-5.11216
-0.0638895000000000;-43.1933;-5.11116
-0.0638770000000000;-43.1933;-5.11016
-0.0638645000000000;-43.1933;-5.10916
-0.0638520000000000;-43.1933;-5.10816
-0.0638395000000000;-43.1933;-5.10716
-0.0638270000000000;-43.1933;-5.10616
-0.0638145000000000;-43.1933;-5.10516
-0.0638020000000000;-43.1933;-5.10416
-0.0637895000000000;-43.1933;-5.10316
-0.0637770000000000;-43.1933;-5.10216
-0.0637645000000000;-43.1933;-5.10116
-0.0637520000000000;-43.1933;-5.10016
-0.0637395000000000;-43.1933;-5.09916
-0.0637270000000000;-43.1933;-5.09816
-0.0637145000000000;-43.1933;-5.09716
-0.0637020000000000;-43.1933;-5.09616
-0.0636895000000000;-43.1933;-5.09516
-0.0636770000000000;-43.1933;-5.09416
-0.0636645000000000;-43.1933;-5.09316
-0.0636520000000000;-43.1933;-5.09216
-0.0636395000000000;-43.1933;-5.09116
-0.0636270000000000;-43.1933;-5.09016
-0.0636145000000000;-43.1933;-5.08916
-0.0636020000000000;-43.1933;-5.08816
-0.0635895000000000;-43.1933;-5.08716
-0.0635770000000000;-43.1933;-5.08616
-0.0635645000000000;-43.1933;-5.08516
-0.0635520000000000;-43.1933;-5.08416
-0.0635395000000000;-43.1933;-5.08316
-0.0635270000000000;-43.1933;-5.08216
-0.0635145000000000;-43.1933;-5.08116
-0.0635020000000000;-43.1933;-5.08016
-0.0634895000000000;-43.1933;-5.07916
-0.0634770000000000;-43.1933;-5.07816
-0.0634645000000000;-43.1933;-5.07716
-0.0634520000000000;-43.1933;-5.07616
-0.0634395000000000;-43.1933;-5.07516
-0.0634270000000000;-43.1933;-5.07416
-0.0634145000000000;-43.1933;-5.07316
-0.0634020000000000;-43.1933;-5.07216
-0.0633895000000000;-43.1933;-5.07116
-0.0633770000000000;-43.1933;-5.07016
-0.0633645000000000;-43.1933;-5.06916
-0.0633520000000000;-43.1933;-5.06816
-0.0633395000000000;-43.1933;-5.06716
-0.0633270000000000;-43.1933;-5.06616
-0.0633145000000000;-43.1933;-5.06516
-0.0633020000000000;-43.1933;-5.06416
-0.0632895000000000;-43.1933;-5.06316
-0.0632770000000000;-43.1933;-5.06216
-0.0632645000000000;-43.1933;-5.06116
-0.0632520000000000;-43.1933;-5.06016
-0.0632395000000000;-43.1933;-5.05916
-0.0632270000000000;-43.1933;-5.05816
-0.0632145000000000;-43.1933;-5.05716
-0.0632020000000000;-43.1933;-5.05616
-0.0631895000000000;-43.1933;-5.05516
-0.0631770000000000;-43.1933;-5.05416
-0.0631645000000000;-43.1933;-5.05316
-0.0631520000000000;-43.1933;-5.05216
-0.0631395000000000;-43.1933;-5.05116
-0.0631270000000000;-43.1933;-5.05016
-0.0631145000000000;-43.1933;-5.04916
-0.0631020000000000;-43.1933;-5.04816
-0.0630895000000000;-43.1933;-5.04716
-0.0630770000000000;-43.1933;-5.04616
-0.0630645000000000;-43.1933;-5.04516
-0.0630520000000000;-43.1933;-5.04416
-0.0630395000000000;-43.1933;-5.04316
-0.0630270000000000;-43.1933;-5.04216
-0.0630145000000000;-43.1933;-5.04116
-0.0630020000000000;-43.1933;-5.04016
-0.0629895000000000;-43.1933;-5.03916
-0.0629770000000000;-43.1933;-5.03816
-0.0629645000000000;-43.1933;-5.03716
-0.0629520000000000;-43.1933;-5.03616
-0.0629395000000000;-43.1933;-5.03516
-0.0629270000000000;-43.1933;-5.03416
-0.0629145000000000;-43.1933;-5.03316
-0.0629020000000000;-43.1933;-5.03216
-0.0628895000000000;-43.1933;-5.03116
-0.0628770000000000;-43.1933;-5.03016
-0.0628645000000000;-43.1933;-5.02916
-0.0628520000000000;-43.1933;-5.02816
-0.0628395000000000;-43.1933;-5.02716
-0.0628270000000000;-43.1933;-5.02616
-0.0628145000000000;-43.1933;-5.02516
-0.0628020000000000;-43.1933;-5.02416
-0.0627895000000000;-43.1933;-5.02316
-0.0627770000000000;-43.1933;-5.02216
-0.0627645000000000;-43.1933;-5.02116
-0.0627520000000000;-43.1933;-5.02016
-0.0627395000000000;-43.1933;-5.01916
-0.0627270000000000;-43.1933;-5.01816
-0.0627145000000000;-43.1933;-5.01716
-0.0627020000000000;-43.1933;-5.01616
-0.0626895000000000;-43.1933;-5.01516
-0.0626770000000000;-43.1933;-5.01416
-0.0626645000000000;-43.1933;-5.01316
-0.0626520000000000;-43.1933;-5.01216
-0.0626395000000000;-43.1933;-5.01116
-0.0626270000000000;-43.1933;-5.01016
-0.0626145000000000;-43.1933;-5.00916
-0.0626020000000000;-43.1933;-5.00816
-0.0625895000000000;-43.1933;-5.00716
-0.0625770000000000;-43.1933;-5.00616
-0.0625645000000000;-43.1933;-5.00516
-0.0625520000000000;-43.205;-5.00416
-0.0625395000000000;-43.2204;-5.00316
-0.0625270000000000;-43.2359;-5.00216
-0.0625145000000000;-43.2513;-5.00116
-0.0625020000000000;-43.2668;-5.00016
-0.0624895000000000;-43.2822;-4.99916
-0.0624770000000000;-43.2977;-4.99816
-0.0624645000000000;-43.3131;-4.99716
-0.0624520000000000;-43.3286;-4.99616
-0.0624395000000000;-43.344;-4.99516
-0.0624270000000000;-43.3595;-4.99416
-0.0624145000000000;-43.3749;-4.99316
-0.0624020000000000;-43.3904;-4.99216
-0.0623895000000000;-43.4058;-4.99116
-0.0623770000000000;-43.4213;-4.99016
-0.0623645000000000;-43.4367;-4.98916
-0.0623520000000000;-43.4522;-4.98816
-0.0623395000000000;-43.4676;-4.98716
-0.0623270000000000;-43.4831;-4.98616
-0.0623145000000000;-43.4985;-4.98516
-0.0623020000000000;-43.5139;-4.98416
-0.0622895000000000;-43.5294;-4.98316
-0.0622770000000000;-43.5448;-4.98216
-0.0622645000000000;-43.5603;-4.98116
-0.0622520000000000;-43.5757;-4.98016
-0.0622395000000000;-43.5912;-4.97916
-0.0622270000000000;-43.6066;-4.97816
-0.0622145000000000;-43.6221;-4.97716
-0.0622020000000000;-43.6375;-4.97616
-0.0621895000000000;-43.653;-4.97516
-0.0621770000000000;-43.6684;-4.97416
-0.0621645000000000;-43.6839;-4.97316
-0.0621520000000000;-43.6993;-4.97216
-0.0621395000000000;-43.7044;-4.97116
-0.0621270000000000;-43.7044;-4.97016
-0.0621145000000000;-43.7044;-4.96916
-0.0621020000000000;-43.7044;-4.96816
-0.0620895000000000;-43.7044;-4.96716
-0.0620770000000000;-43.7044;-4.96616
-0.0620645000000000;-43.7044;-4.96516
-0.0620520000000000;-43.7044;-4.96416
-0.0620395000000000;-43.7044;-4.96316
-0.0620270000000000;-43.7044;-4.96216
-0.0620145000000000;-43.7044;-4.96116
-0.0620020000000000;-43.7044;-4.96016
-0.0619895000000000;-43.7044;-4.95916
-0.0619770000000000;-43.7044;-4.95816
-0.0619645000000000;-43.7044;-4.95716
-0.0619520000000000;-43.7044;-4.95616
-0.0619395000000000;-43.7044;-4.95516
-0.0619270000000000;-43.7044;-4.95416
-0.0619145000000000;-43.7044;-4.95316
-0.0619020000000000;-43.7044;-4.95216
-0.0618895000000000;-43.7044;-4.95116
-0.0618770000000000;-43.7044;-4.95016
-0.0618645000000000;-43.7044;-4.94916
-0.0618520000000000;-43.7044;-4.94816
-0.0618395000000000;-43.7044;-4.94716
-0.0618270000000000;-43.7044;-4.94616
-0.0618145000000000;-43.7044;-4.94516
-0.0618020000000000;-43.7044;-4.94416
-0.0617895000000000;-43.7044;-4.94316
-0.0617770000000000;-43.7044;-4.94216
-0.0617645000000000;-43.7044;-4.94116
-0.0617520000000000;-43.7044;-4.94016
-0.0617395000000000;-43.7044;-4.93916
-0.0617270000000000;-43.7044;-4.93816
-0.0617145000000000;-43.7044;-4.93716
-0.0617020000000000;-43.7044;-4.93616
-0.0616895000000000;-43.7044;-4.93516
-0.0616770000000000;-43.7044;-4.93416
-0.0616645000000000;-43.7044;-4.93316
-0.0616520000000000;-43.7044;-4.93216
-0.0616395000000000;-43.7044;-4.93116
-0.0616270000000000;-43.7044;-4.93016
-0.0616145000000000;-43.7044;-4.92916
-0.0616020000000000;-43.7044;-4.92816
-0.0615895000000000;-43.7044;-4.92716
-0.0615770000000000;-43.7044;-4.92616
-0.0615645000000000;-43.7044;-4.92516
-0.0615520000000000;-43.7044;-4.92416
-0.0615395000000000;-43.7044;-4.92316
-0.0615270000000000;-43.7044;-4.92216
-0.0615145000000000;-43.7044;-4.92116
-0.0615020000000000;-43.7044;-4.92016
-0.0614895000000000;-43.7044;-4.91916
-0.0614770000000000;-43.7044;-4.91816
-0.0614645000000000;-43.7044;-4.91716
-0.0614520000000000;-43.7044;-4.91616
-0.0614395000000000;-43.7044;-4.91516
-0.0614270000000000;-43.7044;-4.91416
-0.0614145000000000;-43.7044;-4.91316
-0.0614020000000000;-43.7044;-4.91216
-0.0613895000000000;-43.7044;-4.91116
-0.0613770000000000;-43.7044;-4.91016
-0.0613645000000000;-43.7044;-4.90916
-0.0613520000000000;-43.7044;-4.90816
-0.0613395000000000;-43.7044;-4.90716
-0.0613270000000000;-43.7044;-4.90616
-0.0613145000000000;-43.7044;-4.90516
-0.0613020000000000;-43.7044;-4.90416
-0.0612895000000000;-43.7044;-4.90316
-0.0612770000000000;-43.7044;-4.90216
-0.0612645000000000;-43.7044;-4.90116
-0.0612520000000000;-43.7044;-4.90016
-0.0612395000000000;-43.7044;-4.89916
-0.0612270000000000;-43.7044;-4.89816
-0.0612145000000000;-43.7044;-4.89716
-0.0612020000000000;-43.7044;-4.89616
-0.0611895000000000;-43.7044;-4.89516
-0.0611770000000000;-43.7044;-4.89416
-0.0611645000000000;-43.7044;-4.89316
-0.0611520000000000;-43.7044;-4.89216
-0.0611395000000000;-43.7044;-4.89116
-0.0611270000000000;-43.7044;-4.89016
-0.0611145000000000;-43.7044;-4.88916
-0.0611020000000000;-43.7044;-4.88816
-0.0610895000000000;-43.7044;-4.88716
-0.0610770000000000;-43.7044;-4.88616
-0.0610645000000000;-43.7044;-4.88516
-0.0610520000000000;-43.7044;-4.88416
-0.0610395000000000;-43.7044;-4.88316
-0.0610270000000000;-43.7044;-4.88216
-0.0610145000000000;-43.7044;-4.88116
-0.0610020000000000;-43.7044;-4.88016
-0.0609895000000000;-43.7044;-4.87916
-0.0609770000000000;-43.7044;-4.87816
-0.0609645000000000;-43.7044;-4.87716
-0.0609520000000000;-43.7044;-4.87616
-0.0609395000000000;-43.7044;-4.87516
-0.0609270000000000;-43.7044;-4.87416
-0.0609145000000000;-43.7044;-4.87316
-0.0609020000000000;-43.7044;-4.87216
-0.0608895000000000;-43.7044;-4.87116
-0.0608770000000000;-43.7044;-4.87016
