Test unit;CS01;
Reference;Senaldi et al. (2018);
top_displacement;horizontal_force;drift
[mm];[kN];[%]
Displacement,Force,Drift
49.079145,18.122900,2.726619
49.250417,18.080578,2.736134
49.421703,18.055445,2.745650
49.593266,18.029415,2.755181
49.764263,18.003057,2.764681
49.935125,17.998829,2.774174
50.105960,17.985785,2.783664
50.276679,17.974281,2.793149
50.447421,17.970682,2.802634
50.618207,17.973189,2.812123
50.788703,17.990471,2.821595
50.959245,18.017389,2.831069
51.130057,18.021091,2.840559
51.300614,18.028351,2.850034
51.471539,18.043313,2.859530
51.642646,18.037662,2.869036
51.813776,18.045453,2.878543
51.985055,18.048264,2.888059
52.156259,18.033702,2.897570
52.325864,18.006330,2.906992
52.490408,17.950958,2.916134
52.645331,17.867552,2.924741
52.786400,17.770717,2.932578
52.910895,17.642186,2.939494
53.015100,17.471733,2.945283
53.095718,17.277766,2.949762
53.149317,17.048858,2.952740
53.172403,16.790731,2.954022
53.227105,17.037689,2.957061
53.455206,17.046913,2.969734
53.683108,17.057622,2.982395
53.911123,17.067904,2.995062
54.139674,17.055214,3.007760
54.368363,17.054077,3.020465
54.597222,17.048637,3.033179
54.825997,17.021352,3.045889
55.055051,16.985795,3.058614
55.284078,16.957792,3.071338
55.513274,16.911276,3.084071
55.742462,16.853433,3.096803
55.971931,16.792897,3.109552
56.201229,16.732576,3.122291
56.430330,16.682824,3.135018
56.659232,16.624544,3.147735
56.888244,16.567577,3.160458
57.117423,16.520629,3.173190
57.346097,16.489929,3.185894
57.574683,16.443984,3.198593
57.803251,16.414354,3.211292
58.031717,16.407203,3.223984
58.260014,16.401166,3.236667
58.488508,16.394979,3.249362
58.716763,16.398937,3.262042
58.945157,16.399519,3.274731
59.173439,16.394402,3.287413
59.401837,16.385438,3.300102
59.630691,16.370151,3.312816
59.859886,16.363467,3.325549
60.089231,16.330056,3.338291
60.318763,16.270970,3.351042
60.548236,16.206805,3.363791
60.777819,16.139529,3.376545
61.007751,16.050373,3.389320
61.237741,15.962691,3.402097
61.467875,15.880515,3.414882
61.697951,15.802986,3.427664
61.927810,15.715072,3.440434
62.157578,15.620943,3.453199
62.387195,15.546604,3.465955
62.616735,15.493462,3.478708
62.846358,15.445866,3.491464
63.075821,15.402962,3.504212
63.305026,15.371917,3.516946
63.534280,15.337498,3.529682
63.763294,15.315024,3.542405
63.992174,15.299122,3.555121
64.221238,15.290845,3.567847
64.450082,15.288625,3.580560
64.678834,15.290382,3.593269
64.907527,15.281965,3.605974
65.136219,15.273661,3.618679
65.364853,15.264507,3.631381
65.593762,15.258704,3.644098
65.822596,15.262645,3.656811
66.051697,15.243923,3.669539
66.280910,15.214145,3.682273
66.510086,15.185720,3.695005
66.739577,15.157422,3.707754
66.969406,15.118702,3.720523
67.199258,15.082780,3.733292
67.429254,15.047368,3.746070
67.659228,15.014627,3.758846
67.888947,14.972259,3.771608
68.118544,14.925415,3.784364
68.347733,14.900237,3.797096
68.576822,14.880090,3.809823
68.805657,14.859969,3.822537
69.034218,14.841780,3.835234
69.262401,14.828849,3.847911
69.490499,14.814616,3.860583
69.716655,14.794212,3.873148
69.935959,14.753476,3.885331
70.143237,14.706494,3.896847
70.333777,14.637927,3.907432
70.503415,14.527833,3.916856
70.647167,14.394515,3.924843
70.760738,14.235971,3.931152
70.839046,14.047860,3.935503
70.877876,13.829770,3.937660
70.890302,14.720378,3.938350
70.894967,15.297442,3.938609
71.136138,16.345860,3.952008
71.421953,16.352640,3.967886
71.707743,16.371605,3.983763
71.993396,16.402721,3.999633
72.279508,16.431229,4.015528
72.565873,16.458912,4.031437
72.852069,16.485564,4.047337
73.138533,16.520523,4.063252
73.425077,16.571135,4.079171
73.712049,16.606617,4.095114
73.999368,16.631223,4.111076
74.286981,16.656176,4.127055
74.574683,16.665779,4.143038
74.862541,16.662289,4.159030
75.150379,16.657952,4.175021
75.438217,16.653001,4.191012
75.726012,16.648021,4.207001
76.013662,16.638390,4.222981
76.301272,16.621113,4.238960
76.588775,16.611110,4.254932
76.876246,16.590136,4.270903
77.163125,16.569090,4.286840
77.450021,16.554949,4.302779
77.737139,16.528947,4.318730
78.024005,16.501831,4.334667
78.310704,16.473827,4.350595
78.597658,16.444567,4.366537
78.884500,16.410306,4.382472
79.171529,16.364073,4.398418
79.458437,16.321791,4.414358
79.745347,16.298254,4.430297
80.032830,16.273210,4.446268
80.320218,16.253303,4.462234
80.607099,16.254783,4.478172
80.893934,16.255878,4.494107
81.180619,16.256823,4.510034
81.467177,16.256938,4.525954
81.753666,16.263343,4.541870
82.039659,16.291287,4.557759
82.325815,16.308396,4.573656
82.611835,16.306054,4.589546
82.897403,16.307416,4.605411
83.182983,16.304234,4.621277
83.469070,16.283806,4.637171
83.755306,16.263820,4.653073
84.042010,16.239437,4.669001
84.328798,16.212152,4.684933
84.616035,16.168098,4.700891
84.903600,16.111137,4.716867
85.190775,16.059197,4.732821
85.477838,16.016024,4.748769
85.765211,15.964661,4.764734
86.052701,15.907814,4.780706
86.339664,15.864403,4.796648
86.626527,15.820503,4.812585
86.913055,15.785316,4.828503
87.197565,15.756712,4.844309
87.473166,15.736777,4.859620
87.733819,15.698532,4.874101
87.973953,15.639870,4.887442
88.187579,15.559695,4.899310
88.368920,15.461944,4.909384
88.511935,15.345697,4.917330
88.611055,15.186466,4.922836
88.660536,14.995243,4.925585
88.688664,10.863756,4.927148
